StudyID,Set,Item,x,y,QCd,QC_x,QC_y
5,1,sandals,6,2,OK,OK,OK
5,1,scarf,1,1,OK,OK,OK
5,1,shorts,3,5,OK,OK,OK
5,1,spaghetti,2,3,OK,OK,OK
5,1,sunglasses,6,4,OK,OK,OK
5,1,turtle,2,10,OK,OK,OK
5,1,watermelon,4,6,OK,OK,OK
5,2,cow,4,1,OK,OK,OK
5,2,chicken,3,1,OK,OK,OK
5,2,pig,6,1,OK,OK,OK
5,2,mouse,1,3,OK,OK,OK
5,2,butterfly,4,5,OK,OK,OK
5,2,penguin,5,9,OK,OK,OK
5,2,watering can,8,1,OK,OK,OK
5,2,wheelbarrow ,5,1,OK,OK,OK
5,2,shovel,9,1,OK,OK,OK
5,2,broom,4,3,OK,OK,OK
5,2,scissors,9,5,OK,OK,OK
5,2,hammer,10,10,OK,OK,OK
5,2,apple,10,1,OK,OK,OK
5,2,lettuce,1,1,OK,OK,OK
5,2,corn,2,1,OK,OK,OK
5,2,pineapple,7,1,OK,OK,OK
5,2,mushroom,6,4,OK,OK,OK
5,2,walnut,1,10,OK,OK,OK
6,1,boots,5,1,OK,OK,OK
6,1,cat,3,1,OK,OK,OK
6,1,crab,9,2,OK,OK,OK
6,1,dolphin,4,1,OK,OK,OK
6,1,flamingo,7,2,OK,OK,OK
6,1,hotdog,5,8,OK,OK,OK
6,1,ice cream,6,5,OK,OK,OK
6,1,onion,7,10,OK,OK,OK
6,1,owl,2,2,OK,OK,OK
6,1,pajamas,1,1,OK,OK,OK
6,1,pumpkin,7,5,OK,OK,OK
6,1,sandals,8,3,OK,OK,OK
6,1,scarf,3,10,OK,OK,OK
6,1,shorts,9,5,OK,OK,OK
6,1,spaghetti,4,4,OK,OK,OK
6,1,sunglasses,8,2,OK,OK,OK
6,1,turtle,2,1,OK,OK,OK
6,1,watermelon,3,6,OK,OK,OK
6,2,cow,8,6,OK,OK,OK
6,2,chicken,8,5,OK,OK,OK
6,2,pig,7,5,OK,OK,OK
6,2,mouse,1,1,OK,OK,OK
6,2,butterfly,6,2,OK,OK,OK
6,2,penguin,8,4,OK,OK,OK
6,2,watering can,7,4,OK,OK,OK
6,2,wheelbarrow ,4,10,OK,OK,OK
6,2,shovel,3,4,OK,OK,OK
6,2,broom,3,2,OK,OK,OK
6,2,scissors,4,6,OK,OK,OK
6,2,hammer,6,4,OK,OK,OK
6,2,apple,3,6,OK,OK,OK
6,2,lettuce,6,6,OK,OK,OK
6,2,corn,7,6,OK,OK,OK
6,2,pineapple,9,5,OK,OK,OK
6,2,mushroom,6,5,OK,OK,OK
6,2,walnut,5,8,OK,OK,OK
7,1,boots,10,1,OK,OK,OK
7,1,cat,7,9,OK,OK,OK
7,1,crab,3,4,OK,OK,OK
7,1,dolphin,4,10,OK,OK,OK
7,1,flamingo,8,8,OK,OK,OK
7,1,hotdog,10,10,OK,OK,OK
7,1,ice cream,4,1,OK,OK,OK
7,1,onion,1,1,OK,OK,OK
7,1,owl,6,3,OK,OK,OK
7,1,pajamas,1,6,OK,OK,OK
7,1,pumpkin,7,1,OK,OK,OK
7,1,sandals,6,5,OK,OK,OK
7,1,scarf,6,7,OK,OK,OK
7,1,shorts,3,8,OK,OK,OK
7,1,spaghetti,9,4,OK,OK,OK
7,1,sunglasses,2,2,OK,OK,OK
7,1,turtle,10,6,OK,OK,OK
7,1,watermelon,8,5,OK,OK,OK
7,2,cow,8,2,OK,OK,OK
7,2,chicken,7,3,OK,OK,OK
7,2,pig,5,10,OK,OK,OK
7,2,mouse,1,1,OK,OK,OK
7,2,butterfly,1,4,OK,OK,OK
7,2,penguin,4,2,OK,OK,OK
7,2,watering can,8,4,OK,OK,OK
7,2,wheelbarrow ,2,8,OK,OK,OK
7,2,shovel,10,9,OK,OK,OK
7,2,broom,5,5,OK,OK,OK
7,2,scissors,10,7,Changed,10,6
7,2,hammer,7,8,OK,OK,OK
7,2,apple,5,7,OK,OK,OK
7,2,lettuce,6,3,OK,OK,OK
7,2,corn,9,2,OK,OK,OK
7,2,pineapple,10,3,OK,OK,OK
7,2,mushroom,8,6,OK,OK,OK
7,2,walnut,3,4,OK,OK,OK
10,1,boots,8,3,OK,OK,OK
10,1,cat,2,9,OK,OK,OK
10,1,crab,7,9,OK,OK,OK
10,1,dolphin,4,9,OK,OK,OK
10,1,flamingo,5,9,OK,OK,OK
10,1,hotdog,5,7,OK,OK,OK
10,1,ice cream,8,7,OK,OK,OK
10,1,onion,6,7,OK,OK,OK
10,1,owl,6,9,OK,OK,OK
10,1,pajamas,5,3,OK,OK,OK
10,1,pumpkin,2,5,OK,OK,OK
10,1,sandals,9,3,OK,OK,OK
10,1,scarf,6,3,OK,OK,OK
10,1,shorts,4,3,OK,OK,OK
10,1,spaghetti,4,7,OK,OK,OK
10,1,sunglasses,7,3,OK,OK,OK
10,1,turtle,3,9,OK,OK,OK
10,1,watermelon,7,7,OK,OK,OK
10,2,cow,9,7,OK,OK,OK
10,2,chicken,8,7,OK,OK,OK
10,2,pig,6,7,OK,OK,OK
10,2,mouse,7,7,OK,OK,OK
10,2,butterfly,1,2,OK,OK,OK
10,2,penguin,1,4,OK,OK,OK
10,2,watering can,3,3,OK,OK,OK
10,2,wheelbarrow ,4,7,OK,OK,OK
10,2,shovel,4,3,OK,OK,OK
10,2,broom,8,1,OK,OK,OK
10,2,scissors,10,3,OK,OK,OK
10,2,hammer,3,7,OK,OK,OK
10,2,apple,8,3,OK,OK,OK
10,2,lettuce,5,3,OK,OK,OK
10,2,corn,7,3,OK,OK,OK
10,2,pineapple,8,5,OK,OK,OK
10,2,mushroom,3,2,OK,OK,OK
10,2,walnut,6,3,OK,OK,OK
11,1,boots,6,1,OK,OK,OK
11,1,cat,4,9,OK,OK,OK
11,1,crab,1,4,OK,OK,OK
11,1,dolphin,3,5,OK,OK,OK
11,1,flamingo,1,6,OK,OK,OK
11,1,hotdog,9,1,OK,OK,OK
11,1,ice cream,7,7,OK,OK,OK
11,1,onion,7,4,OK,OK,OK
11,1,owl,5,4,OK,OK,OK
11,1,pajamas,10,5,OK,OK,OK
11,1,pumpkin,3,10,OK,OK,OK
11,1,sandals,8,5,OK,OK,OK
11,1,scarf,4,7,OK,OK,OK
11,1,shorts,7,10,OK,OK,OK
11,1,spaghetti,1,10,OK,OK,OK
11,1,sunglasses,2,8,OK,OK,OK
11,1,turtle,2,1,OK,OK,OK
11,1,watermelon,10,10,OK,OK,OK
11,2,cow,6,10,OK,OK,OK
11,2,chicken,10,3,OK,OK,OK
11,2,pig,1,2,OK,OK,OK
11,2,mouse,4,10,OK,OK,OK
11,2,butterfly,6,8,OK,OK,OK
11,2,penguin,9,1,OK,OK,OK
11,2,watering can,1,7,OK,OK,OK
11,2,wheelbarrow ,1,4,OK,OK,OK
11,2,shovel,10,10,OK,OK,OK
11,2,broom,5,6,OK,OK,OK
11,2,scissors,1,9,OK,OK,OK
11,2,hammer,2,1,OK,OK,OK
11,2,apple,2,10,OK,OK,OK
11,2,lettuce,4,8,OK,OK,OK
11,2,corn,5,1,OK,OK,OK
11,2,pineapple,8,7,OK,OK,OK
11,2,mushroom,3,3,OK,OK,OK
11,2,walnut,5,4,OK,OK,OK
9,1,boots,4,6,OK,OK,OK
9,1,cat,8,2,OK,OK,OK
9,1,crab,6,3,OK,OK,OK
9,1,dolphin,7,3,OK,OK,OK
9,1,flamingo,7,2,OK,OK,OK
9,1,hotdog,7,10,Changed,6,10
9,1,ice cream,4,10,OK,OK,OK
9,1,onion,3,10,OK,OK,OK
9,1,owl,8,3,OK,OK,OK
9,1,pajamas,5,8,OK,OK,OK
9,1,pumpkin,2,10,OK,OK,OK
9,1,sandals,3,6,OK,OK,OK
9,1,scarf,4,8,OK,OK,OK
9,1,shorts,3,7,OK,OK,OK
9,1,spaghetti,5,10,OK,OK,OK
9,1,sunglasses,4,7,OK,OK,OK
9,1,turtle,6,2,OK,OK,OK
9,1,watermelon,1,10,OK,OK,OK
9,2,cow,9,2,OK,OK,OK
9,2,chicken,5,2,OK,OK,OK
9,2,pig,10,2,OK,OK,OK
9,2,mouse,6,2,OK,OK,OK
9,2,butterfly,8,2,OK,OK,OK
9,2,penguin,7,2,OK,OK,OK
9,2,watering can,6,10,OK,OK,OK
9,2,wheelbarrow ,7,10,OK,OK,OK
9,2,shovel,10,10,OK,OK,OK
9,2,broom,9,10,OK,OK,OK
9,2,scissors,5,10,OK,OK,OK
9,2,hammer,8,10,OK,OK,OK
9,2,apple,3,8,OK,OK,OK
9,2,lettuce,1,8,OK,OK,OK
9,2,corn,5,8,OK,OK,OK
9,2,pineapple,4,8,OK,OK,OK
9,2,mushroom,6,8,OK,OK,OK
9,2,walnut,2,8,OK,OK,OK
8,1,boots,9,5,OK,OK,OK
8,1,cat,6,10,Changed,5,10
8,1,crab,3,2,OK,OK,OK
8,1,dolphin,4,2,OK,OK,OK
8,1,flamingo,4,10,OK,OK,OK
8,1,hotdog,7,1,OK,OK,OK
8,1,ice cream,1,2,OK,OK,OK
8,1,onion,9,1,OK,OK,OK
8,1,owl,3,10,OK,OK,OK
8,1,pajamas,7,7,OK,OK,OK
8,1,pumpkin,3,6,OK,OK,OK
8,1,sandals,2,2,OK,OK,OK
8,1,scarf,8,5,OK,OK,OK
8,1,shorts,6,7,OK,OK,OK
8,1,spaghetti,8,1,OK,OK,OK
8,1,sunglasses,5,2,OK,OK,OK
8,1,turtle,6,2,OK,OK,OK
8,1,watermelon,10,2,Changed,10,1
8,2,cow,1,5,OK,OK,OK
8,2,chicken,5,4,OK,OK,OK
8,2,pig,2,5,OK,OK,OK
8,2,mouse,1,1,OK,OK,OK
8,2,butterfly,2,1,OK,OK,OK
8,2,penguin,4,4,OK,OK,OK
8,2,watering can,8,6,OK,OK,OK
8,2,wheelbarrow ,10,6,OK,OK,OK
8,2,shovel,9,6,OK,OK,OK
8,2,broom,10,1,OK,OK,OK
8,2,scissors,9,1,OK,OK,OK
8,2,hammer,7,6,OK,OK,OK
8,2,apple,4,10,OK,OK,OK
8,2,lettuce,6,10,OK,OK,OK
8,2,corn,5,10,OK,OK,OK
8,2,pineapple,7,10,OK,OK,OK
8,2,mushroom,3,1,OK,OK,OK
8,2,walnut,8,10,OK,OK,OK
13,1,boots,10,4,OK,OK,OK
13,1,cat,4,4,OK,OK,OK
13,1,crab,9,8,OK,OK,OK
13,1,dolphin,6,7,OK,OK,OK
13,1,flamingo,5,5,OK,OK,OK
13,1,hotdog,2,8,OK,OK,OK
13,1,ice cream,1,4,OK,OK,OK
13,1,onion,6,3,OK,OK,OK
13,1,owl,1,2,OK,OK,OK
13,1,pajamas,4,1,OK,OK,OK
13,1,pumpkin,3,3,OK,OK,OK
13,1,sandals,2,6,OK,OK,OK
13,1,scarf,9,3,OK,OK,OK
13,1,shorts,8,5,OK,OK,OK
13,1,spaghetti,4,7,OK,OK,OK
13,1,sunglasses,10,2,Changed,10,1
13,1,turtle,1,1,OK,OK,OK
13,1,watermelon,7,1,OK,OK,OK
13,2,cow,1,5,OK,OK,OK
13,2,chicken,3,4,OK,OK,OK
13,2,pig,3,2,OK,OK,OK
13,2,mouse,3,1,OK,OK,OK
13,2,butterfly,2,3,OK,OK,OK
13,2,penguin,1,2,OK,OK,OK
13,2,watering can,1,3,OK,OK,OK
13,2,wheelbarrow ,1,4,OK,OK,OK
13,2,shovel,2,1,OK,OK,OK
13,2,broom,4,1,OK,OK,OK
13,2,scissors,3,5,OK,OK,OK
13,2,hammer,2,2,OK,OK,OK
13,2,apple,1,1,OK,OK,OK
13,2,lettuce,4,5,OK,OK,OK
13,2,corn,5,5,OK,OK,OK
13,2,pineapple,3,3,OK,OK,OK
13,2,mushroom,2,5,OK,OK,OK
13,2,walnut,2,4,OK,OK,OK
12,1,boots,1,1,OK,OK,OK
12,1,cat,8,5,OK,OK,OK
12,1,crab,8,8,OK,OK,OK
12,1,dolphin,7,8,OK,OK,OK
12,1,flamingo,1,10,OK,OK,OK
12,1,hotdog,5,6,OK,OK,OK
12,1,ice cream,4,10,Changed,3,10
12,1,onion,2,5,OK,OK,OK
12,1,owl,10,6,OK,OK,OK
12,1,pajamas,7,4,OK,OK,OK
12,1,pumpkin,4,8,OK,OK,OK
12,1,sandals,9,8,OK,OK,OK
12,1,scarf,1,8,OK,OK,OK
12,1,shorts,8,2,OK,OK,OK
12,1,spaghetti,5,3,OK,OK,OK
12,1,sunglasses,9,9,OK,OK,OK
12,1,turtle,10,1,OK,OK,OK
12,1,watermelon,6,1,OK,OK,OK
12,2,cow,10,2,OK,OK,OK
12,2,chicken,6,2,OK,OK,OK
12,2,pig,5,5,OK,OK,OK
12,2,mouse,5,7,OK,OK,OK
12,2,butterfly,8,2,OK,OK,OK
12,2,penguin,7,5,OK,OK,OK
12,2,watering can,2,6,OK,OK,OK
12,2,wheelbarrow ,6,5,OK,OK,OK
12,2,shovel,8,10,Changed,7,10
12,2,broom,3,3,OK,OK,OK
12,2,scissors,7,8,OK,OK,OK
12,2,hammer,1,8,OK,OK,OK
12,2,apple,3,6,OK,OK,OK
12,2,lettuce,2,10,OK,OK,OK
12,2,corn,10,10,OK,OK,OK
12,2,pineapple,10,6,OK,OK,OK
12,2,mushroom,1,4,OK,OK,OK
12,2,walnut,3,9,OK,OK,OK
19,1,boots,1,10,OK,OK,OK
19,1,cat,5,4,OK,OK,OK
19,1,crab,2,7,OK,OK,OK
19,1,dolphin,3,6,OK,OK,OK
19,1,flamingo,6,3,OK,OK,OK
19,1,hotdog,5,1,OK,OK,OK
19,1,ice cream,6,2,OK,OK,OK
19,1,onion,10,5,OK,OK,OK
19,1,owl,1,8,OK,OK,OK
19,1,pajamas,4,7,OK,OK,OK
19,1,pumpkin,9,4,OK,OK,OK
19,1,sandals,5,6,OK,OK,OK
19,1,scarf,6,5,OK,OK,OK
19,1,shorts,2,9,OK,OK,OK
19,1,spaghetti,7,2,OK,OK,OK
19,1,sunglasses,3,8,OK,OK,OK
19,1,turtle,4,5,OK,OK,OK
19,1,watermelon,8,3,OK,OK,OK
19,2,cow,4,4,OK,OK,OK
19,2,chicken,3,3,OK,OK,OK
19,2,pig,5,5,OK,OK,OK
19,2,mouse,1,1,OK,OK,OK
19,2,butterfly,6,6,OK,OK,OK
19,2,penguin,2,2,OK,OK,OK
19,2,watering can,7,6,OK,OK,OK
19,2,wheelbarrow ,8,5,OK,OK,OK
19,2,shovel,10,9,OK,OK,OK
19,2,broom,9,8,OK,OK,OK
19,2,scissors,7,7,OK,OK,OK
19,2,hammer,8,7,OK,OK,OK
19,2,apple,3,8,OK,OK,OK
19,2,lettuce,5,6,OK,OK,OK
19,2,corn,6,5,OK,OK,OK
19,2,pineapple,2,9,OK,OK,OK
19,2,mushroom,4,7,OK,OK,OK
19,2,walnut,1,10,OK,OK,OK
24,1,boots,8,8,OK,OK,OK
24,1,cat,2,9,OK,OK,OK
24,1,crab,9,4,OK,OK,OK
24,1,dolphin,9,10,OK,OK,OK
24,1,flamingo,9,2,OK,OK,OK
24,1,hotdog,1,1,OK,OK,OK
24,1,ice cream,4,6,OK,OK,OK
24,1,onion,2,1,OK,OK,OK
24,1,owl,6,9,OK,OK,OK
24,1,pajamas,10,6,OK,OK,OK
24,1,pumpkin,3,3,OK,OK,OK
24,1,sandals,6,6,OK,OK,OK
24,1,scarf,1,5,OK,OK,OK
24,1,shorts,5,6,OK,OK,OK
24,1,spaghetti,5,3,OK,OK,OK
24,1,sunglasses,7,6,OK,OK,OK
24,1,turtle,10,10,OK,OK,OK
24,1,watermelon,2,3,OK,OK,OK
24,2,cow,6,3,OK,OK,OK
24,2,chicken,3,3,OK,OK,OK
24,2,pig,4,3,OK,OK,OK
24,2,mouse,5,3,OK,OK,OK
24,2,butterfly,10,1,OK,OK,OK
24,2,penguin,8,6,OK,OK,OK
24,2,watering can,7,9,OK,OK,OK
24,2,wheelbarrow ,3,5,OK,OK,OK
24,2,shovel,4,5,OK,OK,OK
24,2,broom,4,9,OK,OK,OK
24,2,scissors,2,10,OK,OK,OK
24,2,hammer,1,10,OK,OK,OK
24,2,apple,3,1,OK,OK,OK
24,2,lettuce,1,1,OK,OK,OK
24,2,corn,4,1,OK,OK,OK
24,2,pineapple,2,1,OK,OK,OK
24,2,mushroom,10,4,OK,OK,OK
24,2,walnut,10,10,OK,OK,OK
18,1,boots,8,4,OK,OK,OK
18,1,cat,4,1,OK,OK,OK
18,1,crab,3,2,OK,OK,OK
18,1,dolphin,5,1,OK,OK,OK
18,1,flamingo,5,2,OK,OK,OK
18,1,hotdog,3,8,OK,OK,OK
18,1,ice cream,5,7,OK,OK,OK
18,1,onion,5,8,OK,OK,OK
18,1,owl,4,2,OK,OK,OK
18,1,pajamas,7,3,OK,OK,OK
18,1,pumpkin,3,7,OK,OK,OK
18,1,sandals,6,3,OK,OK,OK
18,1,scarf,7,4,OK,OK,OK
18,1,shorts,7,5,OK,OK,OK
18,1,spaghetti,4,8,OK,OK,OK
18,1,sunglasses,8,5,OK,OK,OK
18,1,turtle,3,1,OK,OK,OK
18,1,watermelon,4,7,OK,OK,OK
18,2,cow,6,4,OK,OK,OK
18,2,chicken,5,5,OK,OK,OK
18,2,pig,5,4,OK,OK,OK
18,2,mouse,6,5,OK,OK,OK
18,2,butterfly,8,7,OK,OK,OK
18,2,penguin,7,4,OK,OK,OK
18,2,watering can,4,8,OK,OK,OK
18,2,wheelbarrow ,3,8,OK,OK,OK
18,2,shovel,2,7,OK,OK,OK
18,2,broom,2,8,OK,OK,OK
18,2,scissors,3,7,OK,OK,OK
18,2,hammer,4,7,OK,OK,OK
18,2,apple,6,1,OK,OK,OK
18,2,lettuce,4,1,OK,OK,OK
18,2,corn,5,2,OK,OK,OK
18,2,pineapple,4,2,OK,OK,OK
18,2,mushroom,9,3,OK,OK,OK
18,2,walnut,5,1,OK,OK,OK
25,1,boots,10,1,OK,OK,OK
25,1,cat,1,5,OK,OK,OK
25,1,crab,5,4,OK,OK,OK
25,1,dolphin,9,5,OK,OK,OK
25,1,flamingo,3,3,OK,OK,OK
25,1,hotdog,5,9,OK,OK,OK
25,1,ice cream,7,10,OK,OK,OK
25,1,onion,6,2,OK,OK,OK
25,1,owl,6,7,OK,OK,OK
25,1,pajamas,10,10,OK,OK,OK
25,1,pumpkin,1,9,OK,OK,OK
25,1,sandals,2,8,OK,OK,OK
25,1,scarf,1,1,OK,OK,OK
25,1,shorts,4,7,OK,OK,OK
25,1,spaghetti,5,1,OK,OK,OK
25,1,sunglasses,3,6,OK,OK,OK
25,1,turtle,9,7,OK,OK,OK
25,1,watermelon,2,10,OK,OK,OK
25,2,cow,6,7,OK,OK,OK
25,2,chicken,9,4,OK,OK,OK
25,2,pig,9,6,OK,OK,OK
25,2,mouse,8,8,OK,OK,OK
25,2,butterfly,6,1,OK,OK,OK
25,2,penguin,8,3,OK,OK,OK
25,2,watering can,7,5,OK,OK,OK
25,2,wheelbarrow ,6,4,OK,OK,OK
25,2,shovel,2,2,OK,OK,OK
25,2,broom,5,8,OK,OK,OK
25,2,scissors,7,10,OK,OK,OK
25,2,hammer,1,1,OK,OK,OK
25,2,apple,1,10,OK,OK,OK
25,2,lettuce,2,8,OK,OK,OK
25,2,corn,4,5,OK,OK,OK
25,2,pineapple,4,1,OK,OK,OK
25,2,mushroom,1,6,OK,OK,OK
25,2,walnut,3,4,OK,OK,OK
15,1,boots,8,1,OK,OK,OK
15,1,cat,7,6,OK,OK,OK
15,1,crab,7,5,OK,OK,OK
15,1,dolphin,8,6,OK,OK,OK
15,1,flamingo,6,6,OK,OK,OK
15,1,hotdog,1,9,OK,OK,OK
15,1,ice cream,1,7,OK,OK,OK
15,1,onion,2,8,OK,OK,OK
15,1,owl,6,5,OK,OK,OK
15,1,pajamas,9,3,OK,OK,OK
15,1,pumpkin,1,8,OK,OK,OK
15,1,sandals,10,1,OK,OK,OK
15,1,scarf,10,2,OK,OK,OK
15,1,shorts,9,1,OK,OK,OK
15,1,spaghetti,2,9,OK,OK,OK
15,1,sunglasses,9,2,OK,OK,OK
15,1,turtle,8,7,OK,OK,OK
15,1,watermelon,2,7,OK,OK,OK
15,2,cow,8,3,OK,OK,OK
15,2,chicken,9,2,OK,OK,OK
15,2,pig,7,3,OK,OK,OK
15,2,mouse,8,2,OK,OK,OK
15,2,butterfly,9,3,OK,OK,OK
15,2,penguin,7,2,OK,OK,OK
15,2,watering can,10,9,OK,OK,OK
15,2,wheelbarrow ,10,10,OK,OK,OK
15,2,shovel,9,9,OK,OK,OK
15,2,broom,9,8,OK,OK,OK
15,2,scissors,9,10,OK,OK,OK
15,2,hammer,10,8,OK,OK,OK
15,2,apple,2,8,OK,OK,OK
15,2,lettuce,2,7,OK,OK,OK
15,2,corn,2,6,OK,OK,OK
15,2,pineapple,1,6,OK,OK,OK
15,2,mushroom,1,8,OK,OK,OK
15,2,walnut,1,7,OK,OK,OK
17,1,boots,7,2,OK,OK,OK
17,1,cat,6,10,OK,OK,OK
17,1,crab,4,1,OK,OK,OK
17,1,dolphin,5,1,OK,OK,OK
17,1,flamingo,1,1,OK,OK,OK
17,1,hotdog,4,7,OK,OK,OK
