StudyID,Set,Item,x,y,QCd,QC_x,QC_y
17,1,ice cream,5,3,OK,OK,OK
17,1,onion,3,6,OK,OK,OK
17,1,owl,8,7,OK,OK,OK
17,1,pajamas,10,10,OK,OK,OK
17,1,pumpkin,2,6,OK,OK,OK
17,1,sandals,4,3,OK,OK,OK
17,1,scarf,8,2,OK,OK,OK
17,1,shorts,4,2,OK,OK,OK
17,1,spaghetti,3,7,OK,OK,OK
17,1,sunglasses,5,2,OK,OK,OK
17,1,turtle,1,10,OK,OK,OK
17,1,watermelon,4,6,OK,OK,OK
17,2,cow,1,1,OK,OK,OK
17,2,chicken,3,1,OK,OK,OK
17,2,pig,2,1,OK,OK,OK
17,2,mouse,2,2,OK,OK,OK
17,2,butterfly,1,2,OK,OK,OK
17,2,penguin,3,2,OK,OK,OK
17,2,watering can,9,3,OK,OK,OK
17,2,wheelbarrow ,9,2,OK,OK,OK
17,2,shovel,10,1,OK,OK,OK
17,2,broom,9,1,OK,OK,OK
17,2,scissors,8,2,OK,OK,OK
17,2,hammer,10,2,OK,OK,OK
17,2,apple,8,7,OK,OK,OK
17,2,lettuce,6,7,OK,OK,OK
17,2,corn,6,8,OK,OK,OK
17,2,pineapple,7,7,OK,OK,OK
17,2,mushroom,7,8,OK,OK,OK
17,2,walnut,8,8,OK,OK,OK
16,1,boots,6,3,OK,OK,OK
16,1,cat,1,1,OK,OK,OK
16,1,crab,10,9,OK,OK,OK
16,1,dolphin,8,9,OK,OK,OK
16,1,flamingo,3,3,OK,OK,OK
16,1,hotdog,10,1,OK,OK,OK
16,1,ice cream,3,5,OK,OK,OK
16,1,onion,6,1,OK,OK,OK
16,1,owl,2,3,OK,OK,OK
16,1,pajamas,10,5,OK,OK,OK
16,1,pumpkin,7,6,OK,OK,OK
16,1,sandals,2,8,OK,OK,OK
16,1,scarf,7,3,OK,OK,OK
16,1,shorts,9,5,OK,OK,OK
16,1,spaghetti,7,1,OK,OK,OK
16,1,sunglasses,3,8,OK,OK,OK
16,1,turtle,9,9,OK,OK,OK
16,1,watermelon,4,5,OK,OK,OK
16,2,cow,3,5,OK,OK,OK
16,2,chicken,8,2,OK,OK,OK
16,2,pig,2,8,OK,OK,OK
16,2,mouse,6,1,OK,OK,OK
16,2,butterfly,10,5,OK,OK,OK
16,2,penguin,5,6,OK,OK,OK
16,2,watering can,3,3,OK,OK,OK
16,2,wheelbarrow ,4,3,OK,OK,OK
16,2,shovel,8,8,OK,OK,OK
16,2,broom,10,1,OK,OK,OK
16,2,scissors,7,6,OK,OK,OK
16,2,hammer,7,8,OK,OK,OK
16,2,apple,7,4,OK,OK,OK
16,2,lettuce,10,10,OK,OK,OK
16,2,corn,1,4,OK,OK,OK
16,2,pineapple,6,4,OK,OK,OK
16,2,mushroom,1,1,OK,OK,OK
16,2,walnut,1,10,OK,OK,OK
20,1,boots,4,3,OK,OK,OK
20,1,cat,8,8,OK,OK,OK
20,1,crab,8,6,OK,OK,OK
20,1,dolphin,5,6,OK,OK,OK
20,1,flamingo,5,10,OK,OK,OK
20,1,hotdog,1,10,OK,OK,OK
20,1,ice cream,5,8,OK,OK,OK
20,1,onion,10,7,OK,OK,OK
20,1,owl,2,5,OK,OK,OK
20,1,pajamas,7,4,OK,OK,OK
20,1,pumpkin,2,8,OK,OK,OK
20,1,sandals,1,1,OK,OK,OK
20,1,scarf,9,4,OK,OK,OK
20,1,shorts,2,3,OK,OK,OK
20,1,spaghetti,10,10,OK,OK,OK
20,1,sunglasses,10,1,OK,OK,OK
20,1,turtle,7,1,OK,OK,OK
20,1,watermelon,4,1,OK,OK,OK
20,2,cow,2,10,OK,OK,OK
20,2,chicken,2,7,OK,OK,OK
20,2,pig,5,4,OK,OK,OK
20,2,mouse,7,8,OK,OK,OK
20,2,butterfly,10,5,OK,OK,OK
20,2,penguin,2,4,OK,OK,OK
20,2,watering can,5,10,OK,OK,OK
20,2,wheelbarrow ,6,6,OK,OK,OK
20,2,shovel,9,7,OK,OK,OK
20,2,broom,10,9,OK,OK,OK
20,2,scissors,5,1,OK,OK,OK
20,2,hammer,4,6,OK,OK,OK
20,2,apple,10,1,OK,OK,OK
20,2,lettuce,8,10,OK,OK,OK
20,2,corn,1,1,OK,OK,OK
20,2,pineapple,8,3,OK,OK,OK
20,2,mushroom,4,8,OK,OK,OK
20,2,walnut,3,2,OK,OK,OK
14,1,boots,3,1,OK,OK,OK
14,1,cat,10,3,OK,OK,OK
14,1,crab,10,4,OK,OK,OK
14,1,dolphin,10,6,OK,OK,OK
14,1,flamingo,10,1,OK,OK,OK
14,1,hotdog,5,4,OK,OK,OK
14,1,ice cream,5,10,OK,OK,OK
14,1,onion,5,3,OK,OK,OK
14,1,owl,10,2,OK,OK,OK
14,1,pajamas,2,4,OK,OK,OK
14,1,pumpkin,5,5,OK,OK,OK
14,1,sandals,5,1,OK,OK,OK
14,1,scarf,2,1,OK,OK,OK
14,1,shorts,6,1,OK,OK,OK
14,1,spaghetti,8,8,OK,OK,OK
14,1,sunglasses,7,1,OK,OK,OK
14,1,turtle,10,5,OK,OK,OK
14,1,watermelon,5,6,OK,OK,OK
14,2,cow,1,1,OK,OK,OK
14,2,chicken,5,3,OK,OK,OK
14,2,pig,7,4,OK,OK,OK
14,2,mouse,2,1,OK,OK,OK
14,2,butterfly,2,2,OK,OK,OK
14,2,penguin,1,2,OK,OK,OK
14,2,watering can,5,5,OK,OK,OK
14,2,wheelbarrow ,6,1,OK,OK,OK
14,2,shovel,5,1,OK,OK,OK
14,2,broom,1,5,OK,OK,OK
14,2,scissors,3,4,OK,OK,OK
14,2,hammer,4,8,OK,OK,OK
14,2,apple,10,2,OK,OK,OK
14,2,lettuce,10,3,OK,OK,OK
14,2,corn,10,4,OK,OK,OK
14,2,pineapple,10,1,OK,OK,OK
14,2,mushroom,10,10,OK,OK,OK
14,2,walnut,10,5,OK,OK,OK
22,1,boots,6,2,OK,OK,OK
22,1,cat,3,5,OK,OK,OK
22,1,crab,6,6,OK,OK,OK
22,1,dolphin,7,6,OK,OK,OK
22,1,flamingo,4,5,OK,OK,OK
22,1,hotdog,9,10,OK,OK,OK
22,1,ice cream,10,10,OK,OK,OK
22,1,onion,8,10,OK,OK,OK
22,1,owl,5,5,OK,OK,OK
22,1,pajamas,6,1,OK,OK,OK
22,1,pumpkin,10,1,OK,OK,OK
22,1,sandals,5,2,OK,OK,OK
22,1,scarf,5,1,OK,OK,OK
22,1,shorts,7,2,OK,OK,OK
22,1,spaghetti,6,10,OK,OK,OK
22,1,sunglasses,4,2,OK,OK,OK
22,1,turtle,8,6,OK,OK,OK
22,1,watermelon,7,10,OK,OK,OK
22,2,cow,6,6,OK,OK,OK
22,2,chicken,5,4,OK,OK,OK
22,2,pig,5,5,OK,OK,OK
22,2,mouse,6,4,OK,OK,OK
22,2,butterfly,5,2,OK,OK,OK
22,2,penguin,7,5,OK,OK,OK
22,2,watering can,10,2,OK,OK,OK
22,2,wheelbarrow ,9,2,OK,OK,OK
22,2,shovel,10,1,OK,OK,OK
22,2,broom,8,1,OK,OK,OK
22,2,scissors,9,6,OK,OK,OK
22,2,hammer,9,1,OK,OK,OK
22,2,apple,3,7,OK,OK,OK
22,2,lettuce,1,2,OK,OK,OK
22,2,corn,2,2,OK,OK,OK
22,2,pineapple,4,7,OK,OK,OK
22,2,mushroom,1,1,OK,OK,OK
22,2,walnut,2,7,OK,OK,OK
23,1,boots,2,5,OK,OK,OK
23,1,cat,4,3,OK,OK,OK
23,1,crab,5,4,OK,OK,OK
23,1,dolphin,6,4,OK,OK,OK
23,1,flamingo,6,3,OK,OK,OK
23,1,hotdog,8,7,OK,OK,OK
23,1,ice cream,7,7,OK,OK,OK
23,1,onion,9,7,OK,OK,OK
23,1,owl,5,3,OK,OK,OK
23,1,pajamas,2,7,OK,OK,OK
23,1,pumpkin,7,6,OK,OK,OK
23,1,sandals,2,6,OK,OK,OK
23,1,scarf,2,8,OK,OK,OK
23,1,shorts,3,7,OK,OK,OK
23,1,spaghetti,8,6,OK,OK,OK
23,1,sunglasses,1,7,OK,OK,OK
23,1,turtle,4,4,OK,OK,OK
23,1,watermelon,9,6,OK,OK,OK
23,2,cow,7,8,OK,OK,OK
23,2,chicken,7,7,OK,OK,OK
23,2,pig,7,5,OK,OK,OK
23,2,mouse,7,6,OK,OK,OK
23,2,butterfly,7,4,OK,OK,OK
23,2,penguin,7,9,OK,OK,OK
23,2,watering can,2,3,OK,OK,OK
23,2,wheelbarrow ,2,4,OK,OK,OK
23,2,shovel,1,5,OK,OK,OK
23,2,broom,2,5,OK,OK,OK
23,2,scissors,1,4,OK,OK,OK
23,2,hammer,1,3,OK,OK,OK
23,2,apple,1,9,OK,OK,OK
23,2,lettuce,1,8,OK,OK,OK
23,2,corn,1,10,OK,OK,OK
23,2,pineapple,2,10,OK,OK,OK
23,2,mushroom,2,9,OK,OK,OK
23,2,walnut,2,8,OK,OK,OK
21,1,boots,4,6,OK,OK,OK
21,1,cat,8,1,Changed,8,10
21,1,crab,10,4,OK,OK,OK
21,1,dolphin,10,7,OK,OK,OK
21,1,flamingo,6,6,OK,OK,OK
21,1,hotdog,1,1,OK,OK,OK
21,1,ice cream,1,8,OK,OK,OK
21,1,onion,10,10,OK,OK,OK
21,1,owl,6,8,OK,OK,OK
21,1,pajamas,4,8,OK,OK,OK
21,1,pumpkin,not present,not present,not present,not present,not present
21,1,sandals,3,5,OK,OK,OK
21,1,scarf,4,10,OK,OK,OK
21,1,shorts,8,8,OK,OK,OK
21,1,spaghetti,7,5,OK,OK,OK
21,1,sunglasses,2,10,OK,OK,OK
21,1,turtle,9,1,OK,OK,OK
21,1,watermelon,6,1,OK,OK,OK
21,2,cow,9,6,OK,OK,OK
21,2,chicken,10,5,OK,OK,OK
21,2,pig,8,5,OK,OK,OK
21,2,mouse,9,4,OK,OK,OK
21,2,butterfly,9,5,OK,OK,OK
21,2,penguin,10,6,OK,OK,OK
21,2,watering can,8,1,OK,OK,OK
21,2,wheelbarrow ,8,2,OK,OK,OK
21,2,shovel,9,2,OK,OK,OK
21,2,broom,7,2,OK,OK,OK
21,2,scissors,3,10,OK,OK,OK
21,2,hammer,9,1,OK,OK,OK
21,2,apple,6,10,OK,OK,OK
21,2,lettuce,5,10,OK,OK,OK
21,2,corn,10,10,OK,OK,OK
21,2,pineapple,6,9,OK,OK,OK
21,2,mushroom,2,3,OK,OK,OK
21,2,walnut,5,9,OK,OK,OK
27,1,boots,1,8,Changed,6,8
27,1,cat,10,8,Changed,10,9
27,1,crab,8,9,OK,OK,OK
27,1,dolphin,6,9,OK,OK,OK
27,1,flamingo,7,9,OK,OK,OK
27,1,hotdog,9,10,OK,OK,OK
27,1,ice cream,6,10,OK,OK,OK
27,1,onion,10,10,OK,OK,OK
27,1,owl,9,9,OK,OK,OK
27,1,pajamas,8,8,OK,OK,OK
27,1,pumpkin,7,10,OK,OK,OK
27,1,sandals,7,8,OK,OK,OK
27,1,scarf,9,8,OK,OK,OK
27,1,shorts,5,8,OK,OK,OK
27,1,spaghetti,8,10,OK,OK,OK
27,1,sunglasses,10,8,OK,OK,OK
27,1,turtle,5,9,OK,OK,OK
27,1,watermelon,5,10,OK,OK,OK
27,2,cow,10,10,OK,OK,OK
27,2,chicken,9,10,OK,OK,OK
27,2,pig,7,10,OK,OK,OK
27,2,mouse,8,10,OK,OK,OK
27,2,butterfly,5,10,OK,OK,OK
27,2,penguin,6,10,OK,OK,OK
27,2,watering can,9,9,OK,OK,OK
27,2,wheelbarrow ,5,9,OK,OK,OK
27,2,shovel,6,9,OK,OK,OK
27,2,broom,7,9,OK,OK,OK
27,2,scissors,8,9,OK,OK,OK
27,2,hammer,10,9,OK,OK,OK
27,2,apple,7,8,OK,OK,OK
27,2,lettuce,5,8,OK,OK,OK
27,2,corn,9,8,OK,OK,OK
27,2,pineapple,6,8,OK,OK,OK
27,2,mushroom,10,8,OK,OK,OK
27,2,walnut,8,8,OK,OK,OK
26,1,boots,4,3,OK,OK,OK
26,1,cat,6,5,OK,OK,OK
26,1,crab,5,5,OK,OK,OK
26,1,dolphin,4,5,OK,OK,OK
26,1,flamingo,8,5,OK,OK,OK
26,1,hotdog,10,3,OK,OK,OK
26,1,ice cream,8,3,OK,OK,OK
26,1,onion,7,1,OK,OK,OK
26,1,owl,7,5,OK,OK,OK
26,1,pajamas,3,9,OK,OK,OK
26,1,pumpkin,4,3,Changed,4,8
26,1,sandals,2,3,OK,OK,OK
26,1,scarf,4,2,OK,OK,OK
26,1,shorts,3,3,OK,OK,OK
26,1,spaghetti,9,3,OK,OK,OK
26,1,sunglasses,1,3,OK,OK,OK
26,1,turtle,9,5,OK,OK,OK
26,1,watermelon,6,1,OK,OK,OK
26,2,cow,10,6,OK,OK,OK
26,2,chicken,3,3,OK,OK,OK
26,2,pig,9,6,OK,OK,OK
26,2,mouse,5,8,OK,OK,OK
26,2,butterfly,7,8,OK,OK,OK
26,2,penguin,10,7,OK,OK,OK
26,2,watering can,8,4,OK,OK,OK
26,2,wheelbarrow ,1,8,OK,OK,OK
26,2,shovel,1,3,OK,OK,OK
26,2,broom,7,4,OK,OK,OK
26,2,scissors,5,3,OK,OK,OK
26,2,hammer,3,5,OK,OK,OK
26,2,apple,2,1,OK,OK,OK
26,2,lettuce,5,1,OK,OK,OK
26,2,corn,7,1,OK,OK,OK
26,2,pineapple,4,1,OK,OK,OK
26,2,mushroom,3,1,OK,OK,OK
26,2,walnut,6,1,OK,OK,OK
36,1,boots,4,9,OK,OK,OK
36,1,cat,4,1,OK,OK,OK
36,1,crab,6,1,OK,OK,OK
36,1,dolphin,1,1,OK,OK,OK
36,1,flamingo,3,1,OK,OK,OK
36,1,hotdog,3,5,OK,OK,OK
36,1,ice cream,5,5,OK,OK,OK
36,1,onion,2,5,OK,OK,OK
36,1,owl,5,1,OK,OK,OK
36,1,pajamas,7,9,Changed,6,9
36,1,pumpkin,1,5,OK,OK,OK
36,1,sandals,2,9,OK,OK,OK
36,1,scarf,5,9,OK,OK,OK
36,1,shorts,1,9,OK,OK,OK
36,1,spaghetti,6,5,OK,OK,OK
36,1,sunglasses,3,9,OK,OK,OK
36,1,turtle,2,1,OK,OK,OK
36,1,watermelon,4,5,OK,OK,OK
36,2,cow,10,7,OK,OK,OK
36,2,chicken,5,7,OK,OK,OK
36,2,pig,9,7,OK,OK,OK
36,2,mouse,6,7,OK,OK,OK
36,2,butterfly,7,7,OK,OK,OK
36,2,penguin,8,7,OK,OK,OK
36,2,watering can,7,3,OK,OK,OK
36,2,wheelbarrow ,8,3,OK,OK,OK
36,2,shovel,6,3,OK,OK,OK
36,2,broom,5,3,OK,OK,OK
36,2,scissors,1,1,OK,OK,OK
36,2,hammer,1,5,OK,OK,OK
36,2,apple,3,10,OK,OK,OK
36,2,lettuce,1,10,OK,OK,OK
36,2,corn,4,10,OK,OK,OK
36,2,pineapple,2,10,OK,OK,OK
36,2,mushroom,6,10,OK,OK,OK
36,2,walnut,5,10,OK,OK,OK
42,1,boots,6,5,OK,OK,OK
42,1,cat,10,2,OK,OK,OK
42,1,crab,9,1,OK,OK,OK
42,1,dolphin,8,2,OK,OK,OK
42,1,flamingo,9,2,OK,OK,OK
42,1,hotdog,1,1,OK,OK,OK
42,1,ice cream,1,2,OK,OK,OK
42,1,onion,2,2,OK,OK,OK
42,1,owl,8,1,OK,OK,OK
42,1,pajamas,5,4,OK,OK,OK
42,1,pumpkin,3,2,OK,OK,OK
42,1,sandals,6,4,OK,OK,OK
42,1,scarf,5,5,OK,OK,OK
42,1,shorts,6,3,OK,OK,OK
42,1,spaghetti,3,1,OK,OK,OK
42,1,sunglasses,5,3,OK,OK,OK
42,1,turtle,10,1,OK,OK,OK
42,1,watermelon,2,1,OK,OK,OK
42,2,cow,10,2,OK,OK,OK
42,2,chicken,9,2,OK,OK,OK
42,2,pig,8,2,OK,OK,OK
42,2,mouse,8,1,OK,OK,OK
42,2,butterfly,9,1,OK,OK,OK
42,2,penguin,10,1,OK,OK,OK
42,2,watering can,8,4,OK,OK,OK
42,2,wheelbarrow ,6,4,OK,OK,OK
42,2,shovel,5,4,OK,OK,OK
42,2,broom,9,4,OK,OK,OK
42,2,scissors,10,4,OK,OK,OK
42,2,hammer,7,4,OK,OK,OK
42,2,apple,2,2,OK,OK,OK
42,2,lettuce,3,2,OK,OK,OK
42,2,corn,2,1,OK,OK,OK
42,2,pineapple,3,3,OK,OK,OK
42,2,mushroom,2,3,OK,OK,OK
42,2,walnut,3,1,OK,OK,OK
43,1,boots,10,10,OK,OK,OK
43,1,cat,6,7,OK,OK,OK
43,1,crab,6,9,OK,OK,OK
43,1,dolphin,4,5,OK,OK,OK
43,1,flamingo,6,3,OK,OK,OK
43,1,hotdog,9,5,OK,OK,OK
43,1,ice cream,1,1,OK,OK,OK
43,1,onion,7,1,OK,OK,OK
43,1,owl,9,3,OK,OK,OK
43,1,pajamas,4,1,OK,OK,OK
43,1,pumpkin,2,10,OK,OK,OK
43,1,sandals,9,10,OK,OK,OK
43,1,scarf,1,5,OK,OK,OK
43,1,shorts,10,8,OK,OK,OK
43,1,spaghetti,2,7,OK,OK,OK
43,1,sunglasses,9,8,OK,OK,OK
43,1,turtle,10,1,OK,OK,OK
43,1,watermelon,3,10,OK,OK,OK
43,2,cow,8,4,OK,OK,OK
43,2,chicken,9,7,OK,OK,OK
43,2,pig,5,10,OK,OK,OK
43,2,mouse,10,10,OK,OK,OK
43,2,butterfly,4,2,OK,OK,OK
43,2,penguin,1,1,OK,OK,OK
43,2,watering can,1,4,OK,OK,OK
43,2,wheelbarrow ,7,1,OK,OK,OK
43,2,shovel,6,1,OK,OK,OK
43,2,broom,6,8,OK,OK,OK
43,2,scissors,10,4,OK,OK,OK
43,2,hammer,2,8,OK,OK,OK
43,2,apple,9,1,OK,OK,OK
43,2,lettuce,5,6,OK,OK,OK
43,2,corn,3,7,OK,OK,OK
43,2,pineapple,3,4,OK,OK,OK
43,2,mushroom,6,4,OK,OK,OK
43,2,walnut,10,1,OK,OK,OK
44,1,boots,9,1,OK,OK,OK
44,1,cat,1,10,OK,OK,OK
44,1,crab,5,10,OK,OK,OK
44,1,dolphin,3,10,OK,OK,OK
44,1,flamingo,4,10,OK,OK,OK
44,1,hotdog,1,6,OK,OK,OK
44,1,ice cream,2,6,OK,OK,OK
44,1,onion,5,6,OK,OK,OK
44,1,owl,6,10,OK,OK,OK
44,1,pajamas,9,8,OK,OK,OK
44,1,pumpkin,1,1,OK,OK,OK
44,1,sandals,10,1,OK,OK,OK
44,1,scarf,10,8,OK,OK,OK
44,1,shorts,8,8,OK,OK,OK
44,1,spaghetti,3,6,OK,OK,OK
44,1,sunglasses,10,5,OK,OK,OK
44,1,turtle,2,10,OK,OK,OK
44,1,watermelon,4,6,OK,OK,OK
44,2,cow,7,5,OK,OK,OK
44,2,chicken,5,5,OK,OK,OK
44,2,pig,1,5,OK,OK,OK
44,2,mouse,10,5,OK,OK,OK
44,2,butterfly,1,7,OK,OK,OK
44,2,penguin,3,5,OK,OK,OK
44,2,watering can,4,10,OK,OK,OK
44,2,wheelbarrow ,2,10,OK,OK,OK
44,2,shovel,1,10,OK,OK,OK
44,2,broom,6,10,OK,OK,OK
44,2,scissors,8,10,OK,OK,OK
44,2,hammer,10,10,OK,OK,OK
44,2,apple,10,9,OK,OK,OK
44,2,lettuce,1,2,OK,OK,OK
44,2,corn,7,9,OK,OK,OK
44,2,pineapple,4,9,OK,OK,OK
44,2,mushroom,3,1,OK,OK,OK
44,2,walnut,10,1,OK,OK,OK
47,1,boots,1,10,OK,OK,OK
47,1,cat,6,1,OK,OK,OK
47,1,crab,1,1,OK,OK,OK
47,1,dolphin,2,1,OK,OK,OK
47,1,flamingo,10,10,OK,OK,OK
47,1,hotdog,6,5,OK,OK,OK
47,1,ice cream,6,10,OK,OK,OK
47,1,onion,7,8,OK,OK,OK
47,1,owl,5,1,OK,OK,OK
47,1,pajamas,4,6,OK,OK,OK
47,1,pumpkin,3,10,OK,OK,OK
47,1,sandals,5,6,OK,OK,OK
47,1,scarf,2,6,OK,OK,OK
47,1,shorts,3,6,OK,OK,OK
47,1,spaghetti,7,5,OK,OK,OK
47,1,sunglasses,1,6,OK,OK,OK
47,1,turtle,10,1,OK,OK,OK
47,1,watermelon,8,5,OK,OK,OK
47,2,cow,2,1,OK,OK,OK
47,2,chicken,1,1,OK,OK,OK
47,2,pig,3,1,OK,OK,OK
47,2,mouse,6,1,OK,OK,OK
47,2,butterfly,7,1,OK,OK,OK
47,2,penguin,9,10,OK,OK,OK
47,2,watering can,4,9,OK,OK,OK
47,2,wheelbarrow ,3,6,OK,OK,OK
47,2,shovel,6,6,OK,OK,OK
47,2,broom,5,9,OK,OK,OK
47,2,scissors,4,6,OK,OK,OK
47,2,hammer,5,6,OK,OK,OK
47,2,apple,1,6,OK,OK,OK
47,2,lettuce,1,10,OK,OK,OK
47,2,corn,2,10,OK,OK,OK
47,2,pineapple,9,7,OK,OK,OK
47,2,mushroom,10,1,OK,OK,OK
47,2,walnut,3,10,OK,OK,OK
45,1,boots,5,5,OK,OK,OK
45,1,cat,5,10,OK,OK,OK
45,1,crab,1,10,OK,OK,OK
45,1,dolphin,2,10,OK,OK,OK
45,1,flamingo,6,10,OK,OK,OK
45,1,hotdog,7,1,OK,OK,OK
45,1,ice cream,9,1,OK,OK,OK
45,1,onion,10,1,OK,OK,OK
45,1,owl,3,10,OK,OK,OK
45,1,pajamas,1,2,OK,OK,OK
45,1,pumpkin,6,1,OK,OK,OK
45,1,sandals,6,5,OK,OK,OK
45,1,scarf,2,2,OK,OK,OK
45,1,shorts,3,2,OK,OK,OK
45,1,spaghetti,5,1,OK,OK,OK
45,1,sunglasses,3,6,OK,OK,OK
45,1,turtle,4,10,OK,OK,OK
45,1,watermelon,8,1,OK,OK,OK
45,2,cow,5,2,OK,OK,OK
45,2,chicken,5,5,OK,OK,OK
45,2,pig,5,1,OK,OK,OK
45,2,mouse,5,4,OK,OK,OK
45,2,butterfly,5,3,OK,OK,OK
45,2,penguin,5,6,OK,OK,OK
45,2,watering can,1,5,OK,OK,OK
45,2,wheelbarrow ,1,1,OK,OK,OK
45,2,shovel,1,6,OK,OK,OK
45,2,broom,1,3,OK,OK,OK
45,2,scissors,1,2,OK,OK,OK
45,2,hammer,1,4,OK,OK,OK
45,2,apple,3,1,OK,OK,OK
45,2,lettuce,3,6,OK,OK,OK
45,2,corn,3,5,OK,OK,OK
45,2,pineapple,3,4,OK,OK,OK
45,2,mushroom,3,2,OK,OK,OK
45,2,walnut,3,3,OK,OK,OK
46,1,boots,1,2,OK,OK,OK
46,1,cat,6,3,OK,OK,OK
46,1,crab,6,6,OK,OK,OK
46,1,dolphin,6,2,OK,OK,OK
46,1,flamingo,6,5,OK,OK,OK
46,1,hotdog,10,9,OK,OK,OK
46,1,ice cream,6,8,OK,OK,OK
46,1,onion,1,10,OK,OK,OK
46,1,owl,6,1,OK,OK,OK
46,1,pajamas,1,4,OK,OK,OK
46,1,pumpkin,10,1,OK,OK,OK
46,1,sandals,1,1,OK,OK,OK
46,1,scarf,1,3,OK,OK,OK
46,1,shorts,1,5,OK,OK,OK
46,1,spaghetti,10,10,OK,OK,OK
46,1,sunglasses,6,9,OK,OK,OK
46,1,turtle,6,4,OK,OK,OK
46,1,watermelon,10,2,OK,OK,OK
46,2,cow,7,2,OK,OK,OK
46,2,chicken,4,5,OK,OK,OK
46,2,pig,6,9,OK,OK,OK
46,2,mouse,6,10,OK,OK,OK
46,2,butterfly,1,7,OK,OK,OK
46,2,penguin,2,5,OK,OK,OK
46,2,watering can,8,7,OK,OK,OK
46,2,wheelbarrow ,10,4,OK,OK,OK
46,2,shovel,10,3,OK,OK,OK
46,2,broom,1,3,OK,OK,OK
46,2,scissors,1,10,OK,OK,OK
46,2,hammer,7,5,OK,OK,OK
46,2,apple,10,9,OK,OK,OK
46,2,lettuce,4,1,OK,OK,OK
46,2,corn,4,2,OK,OK,OK
46,2,pineapple,10,10,OK,OK,OK
46,2,mushroom,4,7,OK,OK,OK
46,2,walnut,4,3,OK,OK,OK
38,1,boots,2,10,OK,OK,OK
38,1,cat,6,7,OK,OK,OK
38,1,crab,3,5,OK,OK,OK
38,1,dolphin,4,4,OK,OK,OK
38,1,flamingo,2,4,OK,OK,OK
38,1,hotdog,4,2,OK,OK,OK
38,1,ice cream,1,1,OK,OK,OK
38,1,onion,5,8,OK,OK,OK
38,1,owl,4,7,OK,OK,OK
38,1,pajamas,5,6,OK,OK,OK
38,1,pumpkin,3,1,OK,OK,OK
38,1,sandals,1,3,OK,OK,OK
38,1,scarf,1,8,OK,OK,OK
38,1,shorts,3,3,OK,OK,OK
38,1,spaghetti,6,5,OK,OK,OK
38,1,sunglasses,2,2,OK,OK,OK
38,1,turtle,6,10,OK,OK,OK
38,1,watermelon,1,5,OK,OK,OK
38,2,cow,7,8,OK,OK,OK
38,2,chicken,6,7,OK,OK,OK
38,2,pig,4,3,OK,OK,OK
38,2,mouse,4,5,OK,OK,OK
38,2,butterfly,5,4,OK,OK,OK
38,2,penguin,6,5,OK,OK,OK
38,2,watering can,8,5,OK,OK,OK
38,2,wheelbarrow ,10,6,OK,OK,OK
38,2,shovel,10,4,OK,OK,OK
38,2,broom,8,1,OK,OK,OK
38,2,scissors,10,7,OK,OK,OK
38,2,hammer,9,3,OK,OK,OK
38,2,apple,1,1,OK,OK,OK
38,2,lettuce,2,3,OK,OK,OK
38,2,corn,1,3,OK,OK,OK
38,2,pineapple,2,1,OK,OK,OK
38,2,mushroom,2,4,OK,OK,OK
38,2,walnut,1,5,OK,OK,OK
39,1,boots,4,5,OK,OK,OK
39,1,cat,10,3,OK,OK,OK
39,1,crab,9,1,OK,OK,OK
39,1,dolphin,9,2,OK,OK,OK
39,1,flamingo,10,2,OK,OK,OK
39,1,hotdog,5,10,OK,OK,OK
39,1,ice cream,8,7,OK,OK,OK
39,1,onion,1,10,OK,OK,OK
39,1,owl,9,3,OK,OK,OK
39,1,pajamas,10,10,OK,OK,OK
39,1,pumpkin,3,10,OK,OK,OK
39,1,sandals,2,1,OK,OK,OK
39,1,scarf,5,5,OK,OK,OK
39,1,shorts,3,1,OK,OK,OK
39,1,spaghetti,2,10,OK,OK,OK
39,1,sunglasses,1,1,OK,OK,OK
39,1,turtle,10,1,OK,OK,OK
39,1,watermelon,4,10,OK,OK,OK
39,2,cow,1,7,OK,OK,OK
39,2,chicken,4,7,OK,OK,OK
39,2,pig,3,7,OK,OK,OK
39,2,mouse,7,7,OK,OK,OK
39,2,butterfly,2,7,OK,OK,OK
39,2,penguin,5,7,OK,OK,OK
39,2,watering can,9,1,OK,OK,OK
39,2,wheelbarrow ,3,1,OK,OK,OK
39,2,shovel,1,1,OK,OK,OK
39,2,broom,2,1,OK,OK,OK
39,2,scissors,6,3,OK,OK,OK
39,2,hammer,7,3,OK,OK,OK
39,2,apple,10,1,OK,OK,OK
39,2,lettuce,9,2,OK,OK,OK
39,2,corn,6,7,OK,OK,OK
39,2,pineapple,1,10,OK,OK,OK
39,2,mushroom,2,10,OK,OK,OK
39,2,walnut,10,10,OK,OK,OK
37,1,boots,10,9,OK,OK,OK
37,1,cat,5,6,OK,OK,OK
37,1,crab,4,8,OK,OK,OK
37,1,dolphin,2,8,OK,OK,OK
37,1,flamingo,5,8,OK,OK,OK
37,1,hotdog,9,8,OK,OK,OK
37,1,ice cream,6,8,OK,OK,OK
37,1,onion,5,2,OK,OK,OK
37,1,owl,1,8,OK,OK,OK
37,1,pajamas,6,6,OK,OK,OK
37,1,pumpkin,3,2,OK,OK,OK
37,1,sandals,7,8,OK,OK,OK
37,1,scarf,7,6,OK,OK,OK
