StudyID,Set,Item,x,y,QC_x,QC_y
7,1,rabbit,10,10,ok,ok
7,1,horse,6,1,ok,ok
7,1,pig,8,7,ok,ok
7,2,sandwich,3,7,ok,ok
7,2,pasta,5,10,ok,ok
7,2,rice,5,1,ok,ok
7,2,corn,6,5,ok,ok
7,2,pizza,1,2,ok,ok
7,2,waffle,2,2,ok,ok
7,2,bagel,10,1,ok,ok
7,2,toast,4,4,ok,ok
7,2,cereal,4,2,ok,ok
7,2,muffin,10,3,ok,ok
7,3,camel,5,9,ok,ok
7,3,zebra,6,10,ok,ok
7,3,hippo,5,8,ok,ok
7,3,lion,6,9,ok,ok
7,3,elephant,5,10,ok,ok
7,3,penguin,5,6,ok,ok
7,3,flamingo,3,1,ok,ok
7,3,peacock,6,8,ok,ok
7,3,parrot,1,1,ok,ok
7,3,owl,2,1,ok,ok
7,4,pretzels,4,10,ok,ok
7,4,crackers,6,10,ok,ok
7,4,popcorn,1,10,ok,ok
7,4,breadsticks,9,8,ok,ok
7,4,granolabar,1,5,ok,ok
7,4,peas,1,1,ok,ok
7,4,babycarrots,10,5,ok,ok
7,4,cherrytomatoes,7,1,ok,ok
7,4,grapes,4,1,ok,ok
7,4,apple,5,5,ok,ok
2,1,tiger,9,2,ok,ok
2,1,bear,10,1,ok,ok
2,1,giraffe,10,10,ok,ok
2,1,kangaroo,4,10,ok,ok
2,1,gorilla,1,5,ok,ok
2,1,cow,1,1,ok,ok
2,1,sheep,5,4,ok,ok
2,1,rabbit,5,9,ok,ok
2,1,horse,1,10,ok,ok
2,1,pig,9,5,ok,ok
2,2,sandwich,1,1,ok,ok
2,2,pasta,8,2,ok,ok
2,2,rice,9,7,ok,ok
2,2,corn,4,7,ok,ok
2,2,pizza,10,10,ok,ok
2,2,waffle,7,3,ok,ok
2,2,bagel,9,5,ok,ok
2,2,toast,8,4,ok,ok
2,2,cereal,1,10,ok,ok
2,2,muffin,8,6,ok,ok
2,3,camel,10,10,ok,ok
2,3,zebra,2,1,ok,ok
2,3,hippo,3,9,ok,ok
2,3,lion,1,6,ok,ok
2,3,elephant,2,10,ok,ok
2,3,penguin,7,7,ok,ok
2,3,flamingo,8,4,ok,ok
2,3,peacock,8,6,ok,ok
2,3,parrot,9,3,ok,ok
2,3,owl,9,5,ok,ok
2,4,pretzels,3,2,ok,ok
2,4,crackers,2,3,ok,ok
2,4,popcorn,10,10,ok,ok
2,4,breadsticks,1,2,ok,ok
2,4,granolabar,3,10,ok,ok
2,4,peas,8,6,ok,ok
2,4,babycarrots,9,5,ok,ok
2,4,cherrytomatoes,8,4,ok,ok
2,4,grapes,9,3,ok,ok
2,4,apple,8,2,ok,ok
24,1,tiger,5,10,ok,ok
24,1,bear,10,1,ok,ok
24,1,giraffe,1,5,ok,ok
24,1,kangaroo,5,6,ok,ok
24,1,gorilla,10,6,ok,ok
24,1,cow,7,3,ok,ok
24,1,sheep,3,8,ok,ok
24,1,rabbit,8,8,ok,ok
24,1,horse,10,10,ok,ok
24,1,pig,3,1,ok,ok
24,2,sandwich,6,4,ok,ok
24,2,pasta,9,7,8,7
24,2,rice,4,7,ok,ok
24,2,corn,7,4,ok,ok
24,2,pizza,2,3,ok,ok
24,2,waffle,3,3,ok,ok
24,2,bagel,10,4,ok,ok
24,2,toast,10,1,ok,ok
24,2,cereal,3,7,ok,ok
24,2,muffin,6,1,ok,ok
24,3,camel,1,1,ok,ok
24,3,zebra,7,1,ok,ok
24,3,hippo,9,7,ok,ok
24,3,lion,10,1,ok,ok
24,3,elephant,8,7,ok,ok
24,3,penguin,5,4,ok,ok
24,3,flamingo,6,4,ok,ok
24,3,peacock,5,5,ok,ok
24,3,parrot,5,3,ok,ok
24,3,owl,4,4,ok,ok
24,4,pretzels,10,1,ok,ok
24,4,crackers,2,6,ok,ok
24,4,popcorn,6,4,ok,ok
24,4,breadsticks,6,1,ok,ok
24,4,granolabar,3,6,ok,ok
24,4,peas,9,5,ok,ok
24,4,babycarrots,6,8,ok,ok
24,4,cherrytomatoes,8,5,ok,ok
24,4,grapes,8,6,ok,ok
24,4,apple,1,1,ok,ok
25,1,tiger,5,6,ok,ok
25,1,bear,1,10,ok,ok
25,1,giraffe,4,8,ok,ok
25,1,kangaroo,8,3,ok,ok
25,1,gorilla,3,3,ok,ok
25,1,cow,10,10,ok,ok
25,1,sheep,10,1,ok,ok
25,1,rabbit,7,3,ok,ok
25,1,horse,5,4,ok,ok
25,1,pig,2,6,ok,ok
25,2,sandwich,1,4,ok,ok
25,2,pasta,4,4,ok,ok
25,2,rice,1,3,ok,ok
25,2,corn,2,4,ok,ok
25,2,pizza,3,4,ok,ok
25,2,waffle,5,4,ok,ok
25,2,bagel,6,4,ok,ok
25,2,toast,7,4,ok,ok
25,2,cereal,8,4,ok,ok
25,2,muffin,2,3,ok,ok
25,3,camel,9,7,ok,ok
25,3,zebra,1,6,ok,ok
25,3,hippo,9,2,ok,ok
25,3,lion,4,8,ok,ok
25,3,elephant,10,1,ok,ok
25,3,penguin,5,3,ok,ok
25,3,flamingo,5,1,ok,ok
25,3,peacock,5,2,ok,ok
25,3,parrot,5,5,ok,ok
25,3,owl,5,4,ok,ok
25,4,pretzels,2,8,ok,ok
25,4,crackers,1,10,ok,ok
25,4,popcorn,1,1,ok,ok
25,4,breadsticks,3,8,ok,ok
25,4,granolabar,10,1,ok,ok
25,4,peas,7,5,ok,ok
25,4,babycarrots,4,6,ok,ok
25,4,cherrytomatoes,8,4,ok,ok
25,4,grapes,6,4,ok,ok
25,4,apple,5,4,ok,ok
29,1,tiger,5,5,ok,ok
29,1,bear,10,2,10,1
29,1,giraffe,1,10,ok,ok
29,1,kangaroo,5,10,ok,ok
29,1,gorilla,5,1,ok,ok
29,1,cow,7,3,ok,ok
29,1,sheep,10,10,ok,ok
29,1,rabbit,1,5,ok,ok
29,1,horse,1,1,ok,ok
29,1,pig,10,5,ok,ok
29,2,sandwich,5,5,ok,ok
29,2,pasta,5,1,ok,ok
29,2,rice,10,5,ok,ok
29,2,corn,10,1,ok,ok
29,2,pizza,5,4,ok,ok
29,2,waffle,10,10,ok,ok
29,2,bagel,5,10,ok,ok
29,2,toast,1,5,ok,ok
29,2,cereal,1,1,ok,ok
29,2,muffin,1,10,ok,ok
29,3,camel,10,1,ok,ok
29,3,zebra,10,10,ok,ok
29,3,hippo,1,2,ok,ok
29,3,lion,1,10,ok,ok
29,3,elephant,1,1,ok,ok
29,3,penguin,5,6,ok,ok
29,3,flamingo,4,5,ok,ok
29,3,peacock,5,4,ok,ok
29,3,parrot,5,5,ok,ok
29,3,owl,6,5,ok,ok
29,4,pretzels,2,1,ok,ok
29,4,crackers,1,2,ok,ok
29,4,popcorn,1,10,ok,ok
29,4,breadsticks,1,1,ok,ok
29,4,granolabar,5,5,ok,ok
29,4,peas,10,1,ok,ok
29,4,babycarrots,10,2,ok,ok
29,4,cherrytomatoes,9,1,ok,ok
29,4,grapes,10,9,ok,ok
29,4,apple,10,10,ok,ok
5,1,tiger,6,2,ok,ok
5,1,bear,4,2,ok,ok
5,1,giraffe,7,4,ok,ok
5,1,kangaroo,3,1,ok,ok
5,1,gorilla,3,4,ok,ok
5,1,cow,6,4,ok,ok
5,1,sheep,4,3,ok,ok
5,1,rabbit,2,2,ok,ok
5,1,horse,3,3,ok,ok
5,1,pig,8,3,ok,ok
5,2,sandwich,5,4,ok,ok
5,2,pasta,6,3,ok,ok
5,2,rice,7,2,ok,ok
5,2,corn,5,2,ok,ok
5,2,pizza,8,2,ok,ok
5,2,waffle,2,5,ok,ok
5,2,bagel,2,6,ok,ok
5,2,toast,3,6,ok,ok
5,2,cereal,4,6,ok,ok
5,2,muffin,8,3,ok,ok
5,3,camel,1,6,ok,ok
5,3,zebra,4,4,ok,ok
5,3,hippo,6,6,ok,ok
5,3,lion,9,4,ok,ok
5,3,elephant,6,5,ok,ok
5,3,penguin,7,3,ok,ok
5,3,flamingo,7,2,ok,ok
5,3,peacock,8,4,ok,ok
5,3,parrot,8,2,ok,ok
5,3,owl,8,3,ok,ok
5,4,pretzels,3,8,ok,ok
5,4,crackers,4,9,ok,ok
5,4,popcorn,7,8,ok,ok
5,4,breadsticks,4,6,ok,ok
5,4,granolabar,2,9,ok,ok
5,4,peas,9,4,ok,ok
5,4,babycarrots,2,7,ok,ok
5,4,cherrytomatoes,7,2,ok,ok
5,4,grapes,8,3,ok,ok
5,4,apple,7,4,ok,ok
6,1,tiger,1,2,10,2
6,1,bear,9,1,ok,ok
6,1,giraffe,8,3,ok,ok
6,1,kangaroo,9,2,ok,ok
6,1,gorilla,8,2,ok,ok
6,1,cow,5,6,ok,ok
6,1,sheep,7,5,ok,ok
6,1,rabbit,10,1,ok,ok
6,1,horse,6,6,ok,ok
6,1,pig,6,5,ok,ok
6,2,sandwich,10,1,ok,ok
6,2,pasta,9,1,ok,ok
6,2,rice,1,7,ok,ok
6,2,corn,8,8,ok,ok
6,2,pizza,3,6,ok,ok
6,2,waffle,7,1,ok,ok
6,2,bagel,3,2,ok,ok
6,2,toast,5,8,ok,ok
6,2,cereal,10,4,ok,ok
6,2,muffin,1,4,ok,ok
6,3,camel,1,1,ok,ok
6,3,zebra,9,5,ok,ok
6,3,hippo,4,5,ok,ok
6,3,lion,7,2,ok,ok
6,3,elephant,10,1,ok,ok
6,3,penguin,8,3,ok,ok
6,3,flamingo,1,10,ok,ok
6,3,peacock,2,7,ok,ok
6,3,parrot,4,8,ok,ok
6,3,owl,10,10,ok,ok
6,4,pretzels,10,1,ok,ok
6,4,crackers,10,2,ok,ok
6,4,popcorn,8,2,ok,ok
6,4,breadsticks,9,1,ok,ok
6,4,granolabar,8,1,ok,ok
6,4,peas,7,1,ok,ok
6,4,babycarrots,5,1,ok,ok
6,4,cherrytomatoes,9,2,ok,ok
6,4,grapes,7,2,ok,ok
6,4,apple,6,1,ok,ok
8,1,tiger,5,10,ok,ok
8,1,bear,1,10,ok,ok
8,1,giraffe,3,10,ok,ok
8,1,kangaroo,5,10,4,10
8,1,gorilla,2,10,ok,ok
8,1,cow,6,6,ok,ok
8,1,sheep,9,6,ok,ok
8,1,rabbit,7,6,ok,ok
8,1,horse,8,6,ok,ok
8,1,pig,5,6,ok,ok
8,2,sandwich,4,10,ok,ok
8,2,pasta,1,10,ok,ok
8,2,rice,2,10,ok,ok
8,2,corn,10,1,ok,ok
8,2,pizza,3,10,ok,ok
8,2,waffle,1,6,ok,ok
8,2,bagel,4,6,ok,ok
8,2,toast,5,6,ok,ok
8,2,cereal,3,6,ok,ok
8,2,muffin,2,6,ok,ok
8,3,camel,5,6,ok,ok
8,3,zebra,7,6,ok,ok
8,3,hippo,9,6,ok,ok
8,3,lion,8,6,ok,ok
8,3,elephant,6,6,ok,ok
8,3,penguin,3,10,ok,ok
8,3,flamingo,4,10,ok,ok
8,3,peacock,5,10,ok,ok
8,3,parrot,2,10,ok,ok
8,3,owl,1,10,ok,ok
8,4,pretzels,9,6,ok,ok
8,4,crackers,8,6,ok,ok
8,4,popcorn,10,6,ok,ok
8,4,breadsticks,6,6,ok,ok
8,4,granolabar,7,6,ok,ok
8,4,peas,1,10,ok,ok
8,4,babycarrots,2,10,ok,ok
8,4,cherrytomatoes,10,10,ok,ok
8,4,grapes,8,10,ok,ok
8,4,apple,9,10,ok,ok
22,1,tiger,6,5,ok,ok
22,1,bear,1,10,ok,ok
22,1,giraffe,4,7,ok,ok
22,1,kangaroo,9,1,ok,ok
22,1,gorilla,1,7,ok,ok
22,1,cow,10,7,ok,ok
22,1,sheep,3,5,ok,ok
22,1,rabbit,10,1,ok,ok
22,1,horse,1,1,ok,ok
22,1,pig,5,4,ok,ok
22,2,sandwich,7,1,ok,ok
22,2,pasta,9,1,ok,ok
22,2,rice,6,1,ok,ok
22,2,corn,8,1,ok,ok
22,2,pizza,5,1,ok,ok
22,2,waffle,6,2,ok,ok
22,2,bagel,5,2,ok,ok
22,2,toast,4,2,ok,ok
22,2,cereal,5,7,ok,ok
22,2,muffin,6,4,ok,ok
22,3,camel,8,7,ok,ok
22,3,zebra,7,3,ok,ok
22,3,hippo,8,1,ok,ok
22,3,lion,1,1,ok,ok
22,3,elephant,7,1,ok,ok
22,3,penguin,9,3,ok,ok
22,3,flamingo,5,10,ok,ok
22,3,peacock,6,2,ok,ok
22,3,parrot,9,1,ok,ok
22,3,owl,1,9,ok,ok
22,4,pretzels,8,5,ok,ok
22,4,crackers,9,3,ok,ok
22,4,popcorn,7,5,ok,ok
22,4,breadsticks,7,3,ok,ok
22,4,granolabar,8,4,ok,ok
22,4,peas,8,7,ok,ok
22,4,babycarrots,10,5,ok,ok
22,4,cherrytomatoes,6,7,ok,ok
22,4,grapes,7,7,ok,ok
22,4,apple,9,5,ok,ok
20,1,tiger,1,10,ok,ok
20,1,bear,1,1,ok,ok
20,1,giraffe,3,8,ok,ok
20,1,kangaroo,8,9,ok,ok
20,1,gorilla,10,10,ok,ok
20,1,cow,8,4,ok,ok
20,1,sheep,9,1,ok,ok
20,1,rabbit,2,1,ok,ok
20,1,horse,7,4,ok,ok
20,1,pig,10,1,ok,ok
20,2,sandwich,10,8,ok,ok
20,2,pasta,3,6,ok,ok
20,2,rice,5,4,ok,ok
20,2,corn,9,8,ok,ok
20,2,pizza,2,10,ok,ok
20,2,waffle,1,10,ok,ok
20,2,bagel,2,1,ok,ok
20,2,toast,5,9,ok,ok
20,2,cereal,6,4,ok,ok
20,2,muffin,1,1,ok,ok
20,3,camel,10,6,ok,ok
20,3,zebra,2,10,ok,ok
20,3,hippo,1,1,ok,ok
20,3,lion,6,6,ok,ok
20,3,elephant,1,10,ok,ok
20,3,penguin,1,6,ok,ok
20,3,flamingo,9,1,ok,ok
20,3,peacock,10,1,ok,ok
20,3,parrot,2,6,ok,ok
20,3,owl,10,9,ok,ok
20,4,pretzels,1,10,ok,ok
20,4,crackers,9,1,ok,ok
20,4,popcorn,10,4,ok,ok
20,4,breadsticks,10,1,ok,ok
20,4,granolabar,7,6,ok,ok
20,4,peas,6,10,ok,ok
20,4,babycarrots,1,7,ok,ok
20,4,cherrytomatoes,2,1,ok,ok
20,4,grapes,1,1,ok,ok
20,4,apple,10,10,ok,ok
21,1,tiger,10,6,ok,ok
21,1,bear,10,5,ok,ok
21,1,giraffe,5,5,ok,ok
21,1,kangaroo,10,1,ok,ok
21,1,gorilla,1,8,ok,ok
21,1,cow,6,1,ok,ok
21,1,sheep,7,2,ok,ok
21,1,rabbit,1,1,ok,ok
21,1,horse,6,2,ok,ok
21,1,pig,5,1,ok,ok
21,2,sandwich,10,1,ok,ok
21,2,pasta,1,4,ok,ok
21,2,rice,1,5,ok,ok
21,2,corn,1,10,ok,ok
21,2,pizza,10,10,ok,ok
21,2,waffle,7,6,ok,ok
21,2,bagel,5,1,ok,ok
21,2,toast,6,5,ok,ok
21,2,cereal,6,6,ok,ok
21,2,muffin,4,1,ok,ok
21,3,camel,1,9,ok,ok
21,3,zebra,10,1,ok,ok
21,3,hippo,1,1,ok,ok
21,3,lion,10,10,ok,ok
21,3,elephant,2,2,ok,ok
21,3,penguin,10,5,ok,ok
21,3,flamingo,10,4,ok,ok
21,3,peacock,9,5,ok,ok
21,3,parrot,7,6,ok,ok
21,3,owl,7,7,ok,ok
21,4,pretzels,10,10,ok,ok
21,4,crackers,10,4,ok,ok
21,4,popcorn,5,1,ok,ok
21,4,breadsticks,10,5,ok,ok
21,4,granolabar,1,8,ok,ok
21,4,peas,1,1,ok,ok
21,4,babycarrots,5,10,ok,ok
21,4,cherrytomatoes,10,1,ok,ok
21,4,grapes,9,1,ok,ok
21,4,apple,6,6,ok,ok
27,1,tiger,9,8,ok,ok
27,1,bear,7,7,ok,ok
27,1,giraffe,10,1,ok,ok
27,1,kangaroo,9,1,ok,ok
27,1,gorilla,6,10,ok,ok
27,1,cow,8,8,ok,ok
27,1,sheep,1,10,ok,ok
27,1,rabbit,1,6,ok,ok
27,1,horse,10,8,ok,ok
27,1,pig,3,10,ok,ok
27,2,sandwich,4,6,ok,ok
27,2,pasta,2,9,ok,ok
27,2,rice,1,9,ok,ok
27,2,corn,4,1,ok,ok
27,2,pizza,1,6,ok,ok
27,2,waffle,2,6,ok,ok
27,2,bagel,10,3,ok,ok
27,2,toast,3,6,ok,ok
27,2,cereal,10,10,ok,ok
27,2,muffin,10,4,ok,ok
27,3,camel,7,3,ok,ok
27,3,zebra,1,1,ok,ok
27,3,hippo,1,7,ok,ok
27,3,lion,2,1,ok,ok
27,3,elephant,2,7,ok,ok
27,3,penguin,10,5,ok,ok
27,3,flamingo,7,4,ok,ok
27,3,peacock,9,5,ok,ok
27,3,parrot,7,5,ok,ok
27,3,owl,7,5,8,5
27,4,pretzels,9,8,ok,ok
27,4,crackers,10,9,ok,ok
27,4,popcorn,10,7,ok,ok
27,4,breadsticks,10,8,ok,ok
27,4,granolabar,9,9,ok,ok
27,4,peas,2,4,ok,ok
27,4,babycarrots,1,3,ok,ok
27,4,cherrytomatoes,2,3,ok,ok
27,4,grapes,1,4,ok,ok
27,4,apple,1,5,ok,ok
28,1,tiger,2,1,ok,ok
28,1,bear,5,1,ok,ok
28,1,giraffe,6,1,ok,ok
28,1,kangaroo,3,1,ok,ok
28,1,gorilla,1,1,ok,ok
28,1,cow,6,5,ok,ok
28,1,sheep,7,5,ok,ok
28,1,rabbit,4,1,ok,ok
28,1,horse,9,5,ok,ok
28,1,pig,8,5,ok,ok
28,2,sandwich,4,1,ok,ok
28,2,pasta,8,8,ok,ok
28,2,rice,7,6,ok,ok
28,2,corn,6,1,ok,ok
28,2,pizza,2,1,ok,ok
28,2,waffle,1,1,ok,ok
28,2,bagel,3,1,ok,ok
28,2,toast,9,7,ok,ok
28,2,cereal,9,6,ok,ok
28,2,muffin,5,1,ok,ok
28,3,camel,7,4,ok,ok
28,3,zebra,6,5,ok,ok
28,3,hippo,2,1,ok,ok
28,3,lion,7,6,ok,ok
28,3,elephant,8,5,ok,ok
28,3,penguin,1,1,ok,ok
28,3,flamingo,3,10,ok,ok
28,3,peacock,2,10,ok,ok
28,3,parrot,4,10,ok,ok
28,3,owl,1,10,ok,ok
28,4,pretzels,2,2,ok,ok
28,4,crackers,1,10,ok,ok
28,4,popcorn,10,1,ok,ok
28,4,breadsticks,1,1,ok,ok
28,4,granolabar,10,10,ok,ok
28,4,peas,7,5,ok,ok
28,4,babycarrots,9,5,ok,ok
28,4,cherrytomatoes,6,4,ok,ok
28,4,grapes,8,6,ok,ok
28,4,apple,8,4,ok,ok
31,1,tiger,5,10,ok,ok
31,1,bear,2,10,ok,ok
31,1,giraffe,2,3,ok,ok
31,1,kangaroo,2,3,ok,ok
31,1,gorilla,10,1,ok,ok
31,1,cow,5,4,ok,ok
31,1,sheep,6,4,ok,ok
31,1,rabbit,9,3,ok,ok
31,1,horse,6,3,ok,ok
31,1,pig,5,3,ok,ok
31,2,sandwich,7,5,ok,ok
31,2,pasta,10,1,ok,ok
31,2,rice,5,1,ok,ok
31,2,corn,5,3,ok,ok
31,2,pizza,2,3,ok,ok
31,2,waffle,5,5,ok,ok
31,2,bagel,10,3,ok,ok
31,2,toast,6,5,ok,ok
31,2,cereal,5,2,ok,ok
31,2,muffin,8,5,ok,ok
31,3,camel,5,5,ok,ok
31,3,zebra,7,6,ok,ok
31,3,hippo,2,4,ok,ok
31,3,lion,8,9,ok,ok
31,3,elephant,2,2,ok,ok
31,3,penguin,10,4,ok,ok
31,3,flamingo,9,5,ok,ok
31,3,peacock,8,2,ok,ok
31,3,parrot,10,1,ok,ok
31,3,owl,9,1,ok,ok
31,4,pretzels,3,6,ok,ok
31,4,crackers,2,7,ok,ok
31,4,popcorn,5,5,ok,ok
31,4,breadsticks,3,7,ok,ok
31,4,granolabar,1,1,ok,ok
31,4,peas,8,6,ok,ok
31,4,babycarrots,7,6,ok,ok
31,4,cherrytomatoes,8,5,ok,ok
31,4,grapes,7,2,ok,ok
31,4,apple,6,3,ok,ok
51,1,tiger,1,1,ok,ok
51,1,bear,1,10,ok,ok
51,1,giraffe,3,2,ok,ok
51,1,kangaroo,1,2,ok,ok
51,1,gorilla,2,2,ok,ok
51,1,cow,6,8,ok,ok
51,1,sheep,7,8,ok,ok
51,1,rabbit,8,3,ok,ok
51,1,horse,6,7,ok,ok
51,1,pig,7,7,ok,ok
51,2,sandwich,5,6,ok,ok
51,2,pasta,10,10,ok,ok
51,2,rice,2,1,ok,ok
51,2,corn,5,7,ok,ok
51,2,pizza,10,9,ok,ok
51,2,waffle,2,2,ok,ok
51,2,bagel,1,1,ok,ok
51,2,toast,3,1,ok,ok
51,2,cereal,1,2,ok,ok
51,2,muffin,3,2,ok,ok
51,3,camel,10,10,ok,ok
51,3,zebra,1,2,ok,ok
51,3,hippo,4,2,ok,ok
51,3,lion,3,1,ok,ok
51,3,elephant,1,1,ok,ok
51,3,penguin,5,2,ok,ok
51,3,flamingo,3,2,ok,ok
51,3,peacock,4,1,ok,ok
51,3,parrot,2,1,ok,ok
51,3,owl,2,2,ok,ok
51,4,pretzels,1,10,ok,ok
51,4,crackers,9,9,ok,ok
51,4,popcorn,3,1,ok,ok
51,4,breadsticks,5,7,ok,ok
51,4,granolabar,8,5,ok,ok
51,4,peas,3,4,ok,ok
51,4,babycarrots,2,4,ok,ok
51,4,cherrytomatoes,4,4,ok,ok
51,4,grapes,8,2,ok,ok
51,4,apple,7,2,ok,ok
40,1,tiger,6,4,ok,ok
40,1,bear,2,10,ok,ok
40,1,giraffe,10,8,ok,ok
40,1,kangaroo,10,5,ok,ok
40,1,gorilla,1,1,ok,ok
40,1,cow,1,7,ok,ok
40,1,sheep,7,8,ok,ok
40,1,rabbit,10,1,ok,ok
40,1,horse,4,5,ok,ok
40,1,pig,5,10,ok,ok
40,2,sandwich,7,1,ok,ok
40,2,pasta,10,10,ok,ok
40,2,rice,6,6,ok,ok
40,2,corn,1,5,ok,ok
40,2,pizza,10,1,ok,ok
40,2,waffle,3,6,ok,ok
40,2,bagel,1,1,ok,ok
40,2,toast,9,7,ok,ok
40,2,cereal,10,5,ok,ok
40,2,muffin,1,3,ok,ok
40,3,camel,7,8,ok,ok
40,3,zebra,1,1,ok,ok
40,3,hippo,7,1,ok,ok
40,3,lion,2,9,ok,ok
40,3,elephant,5,6,ok,ok
40,3,penguin,10,1,ok,ok
40,3,flamingo,9,6,ok,ok
40,3,peacock,10,10,ok,ok
40,3,parrot,9,3,ok,ok
40,3,owl,4,1,ok,ok
40,4,pretzels,10,5,ok,ok
40,4,crackers,8,1,ok,ok
40,4,popcorn,5,6,ok,ok
40,4,breadsticks,3,3,ok,ok
40,4,granolabar,6,1,ok,ok
40,4,peas,8,3,ok,ok
40,4,babycarrots,1,7,ok,ok
40,4,cherrytomatoes,1,1,ok,ok
40,4,grapes,4,1,ok,ok
40,4,apple,10,2,ok,ok
41,1,tiger,5,3,ok,ok
41,1,bear,1,7,ok,ok
41,1,giraffe,3,7,ok,ok
41,1,kangaroo,4,5,ok,ok
41,1,gorilla,7,3,ok,ok
41,1,cow,7,6,ok,ok
41,1,sheep,2,2,ok,ok
41,1,rabbit,1,5,2,5
41,1,horse,1,10,ok,ok
41,1,pig,5,8,ok,ok
41,2,sandwich,1,10,ok,ok
41,2,pasta,2,7,ok,ok
41,2,rice,2,3,ok,ok
41,2,corn,5,7,ok,ok
41,2,pizza,1,5,ok,ok
41,2,waffle,5,3,ok,ok
41,2,bagel,7,6,ok,ok
41,2,toast,4,3,ok,ok
41,2,cereal,4,6,ok,ok
41,2,muffin,3,9,ok,ok
41,3,camel,3,8,ok,ok
41,3,zebra,8,6,ok,ok
41,3,hippo,3,5,ok,ok
41,3,lion,1,6,ok,ok
41,3,elephant,5,3,ok,ok
41,3,penguin,5,6,ok,ok
41,3,flamingo,3,3,ok,ok
41,3,peacock,1,10,ok,ok
41,3,parrot,2,2,ok,ok
41,3,owl,6,6,ok,ok
41,4,pretzels,6,6,ok,ok
41,4,crackers,3,8,ok,ok
41,4,popcorn,5,8,ok,ok
41,4,breadsticks,9,8,9,7
41,4,granolabar,6,3,ok,ok
41,4,peas,1,10,ok,ok
41,4,babycarrots,3,4,ok,ok
41,4,cherrytomatoes,4,6,ok,ok
41,4,grapes,1,7,ok,ok
41,4,apple,2,6,ok,ok
36,1,tiger,1,10,ok,ok
36,1,bear,9,6,ok,ok
36,1,giraffe,10,5,ok,ok
36,1,kangaroo,3,1,ok,ok
36,1,gorilla,3,10,ok,ok
36,1,cow,4,5,ok,ok
36,1,sheep,5,5,ok,ok
36,1,rabbit,4,10,ok,ok
36,1,horse,5,10,ok,ok
36,1,pig,6,5,ok,ok
36,2,sandwich,9,1,ok,ok
36,2,pasta,4,5,ok,ok
36,2,rice,5,6,ok,ok
36,2,corn,10,10,ok,ok
36,2,pizza,10,1,ok,ok
36,2,waffle,5,4,ok,ok
36,2,bagel,5,5,ok,ok
36,2,toast,4,6,ok,ok
36,2,cereal,6,6,ok,ok
36,2,muffin,6,5,ok,ok
36,3,camel,10,1,ok,ok
36,3,zebra,7,4,ok,ok
36,3,hippo,6,4,5,5
36,3,lion,7,5,ok,ok
36,3,elephant,6,4,ok,ok
36,3,penguin,1,10,ok,ok
36,3,flamingo,8,5,ok,ok
36,3,peacock,6,5,ok,ok
36,3,parrot,6,1,ok,ok
36,3,owl,10,10,ok,ok
36,4,pretzels,3,10,ok,ok
36,4,crackers,1,10,ok,ok
36,4,popcorn,10,5,ok,ok
36,4,breadsticks,2,10,ok,ok
36,4,granolabar,10,3,ok,ok
36,4,peas,5,5,ok,ok
36,4,babycarrots,5,6,ok,ok
36,4,cherrytomatoes,5,7,ok,ok
36,4,grapes,8,10,ok,ok
36,4,apple,10,10,ok,ok
37,1,tiger,9,10,ok,ok
37,1,bear,6,8,ok,ok
37,1,giraffe,10,1,ok,ok
37,1,kangaroo,10,10,ok,ok
37,1,gorilla,5,8,ok,ok
37,1,cow,2,10,ok,ok
37,1,sheep,6,4,ok,ok
37,1,rabbit,4,4,ok,ok
37,1,horse,1,10,ok,ok
37,1,pig,5,5,ok,ok
37,2,sandwich,9,10,ok,ok
37,2,pasta,2,10,ok,ok
37,2,rice,1,10,ok,ok
37,2,corn,1,1,ok,ok
37,2,pizza,5,5,ok,ok
37,2,waffle,8,10,ok,ok
37,2,bagel,10,1,ok,ok
37,2,toast,10,10,ok,ok
37,2,cereal,3,10,ok,ok
37,2,muffin,9,1,ok,ok
37,3,camel,8,10,ok,ok
37,3,zebra,10,10,ok,ok
37,3,hippo,2,10,ok,ok
37,3,lion,9,10,ok,ok
37,3,elephant,1,10,ok,ok
37,3,penguin,5,5,ok,ok
37,3,flamingo,6,5,ok,ok
37,3,peacock,6,7,ok,ok
37,3,parrot,5,6,ok,ok
37,3,owl,6,6,ok,ok
37,4,pretzels,5,6,ok,ok
37,4,crackers,6,6,ok,ok
37,4,popcorn,6,5,ok,ok
37,4,breadsticks,5,5,ok,ok
37,4,granolabar,1,1,ok,ok
37,4,peas,10,1,ok,ok
37,4,babycarrots,1,10,ok,ok
37,4,cherrytomatoes,9,10,ok,ok
37,4,grapes,9,1,ok,ok
37,4,apple,10,10,ok,ok
38,1,tiger,10,10,ok,ok
38,1,bear,6,10,ok,ok
38,1,giraffe,4,7,ok,ok
38,1,kangaroo,10,4,ok,ok
38,1,gorilla,1,10,ok,ok
38,1,cow,5,4,ok,ok
38,1,sheep,9,7,ok,ok
38,1,rabbit,1,1,ok,ok
38,1,horse,5,1,ok,ok
38,1,pig,1,2,ok,ok
38,2,sandwich,1,4,ok,ok
38,2,pasta,1,1,ok,ok
38,2,rice,5,1,ok,ok
38,2,corn,2,7,ok,ok
38,2,pizza,6,6,ok,ok
38,2,waffle,10,10,ok,ok
38,2,bagel,1,10,ok,ok
