StudyID,Set,Item,x,y,QC_x,QC_y
16,2,cereal,9,1,ok,ok
16,2,muffin,1,1,ok,ok
16,3,camel,3,1,ok,ok
16,3,zebra,4,1,ok,ok
16,3,hippo,2,1,ok,ok
16,3,lion,5,1,ok,ok
16,3,elephant,1,1,ok,ok
16,3,penguin,6,7,ok,ok
16,3,flamingo,7,7,ok,ok
16,3,peacock,5,7,ok,ok
16,3,parrot,1,10,ok,ok
16,3,owl,2,10,ok,ok
16,4,pretzels,10,10,ok,ok
16,4,crackers,8,10,ok,ok
16,4,popcorn,6,10,ok,ok
16,4,breadsticks,7,10,ok,ok
16,4,granolabar,9,10,ok,ok
16,4,peas,8,6,ok,ok
16,4,babycarrots,5,6,ok,ok
16,4,cherrytomatoes,7,6,ok,ok
16,4,grapes,6,6,ok,ok
16,4,apple,4,6,ok,ok
12,1,tiger,10,10,ok,ok
12,1,bear,3,7,ok,ok
12,1,giraffe,1,10,ok,ok
12,1,kangaroo,5,1,ok,ok
12,1,gorilla,10,1,ok,ok
12,1,cow,5,9,ok,ok
12,1,sheep,10,7,ok,ok
12,1,rabbit,5,5,ok,ok
12,1,horse,1,5,ok,ok
12,1,pig,1,1,ok,ok
12,2,sandwich,8,5,ok,ok
12,2,pasta,5,3,ok,ok
12,2,rice,1,10,ok,ok
12,2,corn,1,4,ok,ok
12,2,pizza,10,10,ok,ok
12,2,waffle,1,1,ok,ok
12,2,bagel,10,1,ok,ok
12,2,toast,6,6,ok,ok
12,2,cereal,6,10,ok,ok
12,2,muffin,1,6,ok,ok
12,3,camel,1,9,ok,ok
12,3,zebra,4,9,ok,ok
12,3,hippo,10,5,ok,ok
12,3,lion,7,9,ok,ok
12,3,elephant,1,5,ok,ok
12,3,penguin,5,1,ok,ok
12,3,flamingo,1,1,ok,ok
12,3,peacock,6,5,ok,ok
12,3,parrot,4,5,ok,ok
12,3,owl,3,3,ok,ok
12,4,pretzels,1,1,ok,ok
12,4,crackers,4,1,ok,ok
12,4,popcorn,1,3,ok,ok
12,4,breadsticks,10,4,ok,ok
12,4,granolabar,10,8,ok,ok
12,4,peas,4,8,ok,ok
12,4,babycarrots,8,4,ok,ok
12,4,cherrytomatoes,1,6,ok,ok
12,4,grapes,6,5,ok,ok
12,4,apple,8,1,ok,ok
15,1,tiger,9,4,ok,ok
15,1,bear,10,4,ok,ok
15,1,giraffe,7,2,ok,ok
15,1,kangaroo,4,1,ok,ok
15,1,gorilla,8,3,ok,ok
15,1,cow,9,1,ok,ok
15,1,sheep,8,1,ok,ok
15,1,rabbit,5,1,ok,ok
15,1,horse,6,2,ok,ok
15,1,pig,7,1,ok,ok
15,2,sandwich,9,3,ok,ok
15,2,pasta,4,3,ok,ok
15,2,rice,6,4,ok,ok
15,2,corn,3,3,ok,ok
15,2,pizza,8,3,ok,ok
15,2,waffle,9,1,ok,ok
15,2,bagel,7,1,ok,ok
15,2,toast,10,1,ok,ok
15,2,cereal,8,4,ok,ok
15,2,muffin,6,1,ok,ok
15,3,camel,5,1,ok,ok
15,3,zebra,6,1,ok,ok
15,3,hippo,9,3,ok,ok
15,3,lion,9,1,ok,ok
15,3,elephant,8,3,ok,ok
15,3,penguin,5,4,ok,ok
15,3,flamingo,6,4,ok,ok
15,3,peacock,2,2,ok,ok
15,3,parrot,3,2,ok,ok
15,3,owl,10,1,ok,ok
15,4,pretzels,9,1,ok,ok
15,4,crackers,8,1,ok,ok
15,4,popcorn,10,1,ok,ok
15,4,breadsticks,7,4,ok,ok
15,4,granolabar,5,4,ok,ok
15,4,peas,7,7,ok,ok
15,4,babycarrots,8,7,ok,ok
15,4,cherrytomatoes,9,7,ok,ok
15,4,grapes,1,5,ok,ok
15,4,apple,2,5,ok,ok
13,1,tiger,10,10,ok,ok
13,1,bear,1,6,ok,ok
13,1,giraffe,1,4,ok,ok
13,1,kangaroo,5,6,ok,ok
13,1,gorilla,10,3,ok,ok
13,1,cow,5,7,ok,ok
13,1,sheep,10,2,ok,ok
13,1,rabbit,1,5,ok,ok
13,1,horse,10,4,ok,ok
13,1,pig,10,9,ok,ok
13,2,sandwich,1,5,ok,ok
13,2,pasta,2,5,ok,ok
13,2,rice,1,6,ok,ok
13,2,corn,2,4,ok,ok
13,2,pizza,1,4,ok,ok
13,2,waffle,2,6,ok,ok
13,2,bagel,5,1,ok,ok
13,2,toast,2,3,ok,ok
13,2,cereal,10,6,ok,ok
13,2,muffin,6,1,ok,ok
13,3,camel,6,2,ok,ok
13,3,zebra,6,1,ok,ok
13,3,hippo,1,3,ok,ok
13,3,lion,6,4,ok,ok
13,3,elephant,6,5,ok,ok
13,3,penguin,1,2,ok,ok
13,3,flamingo,1,1,ok,ok
13,3,peacock,1,4,ok,ok
13,3,parrot,6,3,ok,ok
13,3,owl,6,10,ok,ok
13,4,pretzels,8,2,ok,ok
13,4,crackers,10,3,ok,ok
13,4,popcorn,8,3,ok,ok
13,4,breadsticks,10,1,ok,ok
13,4,granolabar,9,1,ok,ok
13,4,peas,4,1,ok,ok
13,4,babycarrots,10,2,ok,ok
13,4,cherrytomatoes,4,2,ok,ok
13,4,grapes,9,3,ok,ok
13,4,apple,9,2,ok,ok
11,1,tiger,4,10,ok,ok
11,1,bear,3,8,ok,ok
11,1,giraffe,2,4,ok,ok
11,1,kangaroo,2,1,ok,ok
11,1,gorilla,2,8,ok,ok
11,1,cow,10,4,ok,ok
11,1,sheep,4,4,ok,ok
11,1,rabbit,1,1,ok,ok
11,1,horse,2,5,ok,ok
11,1,pig,7,9,ok,ok
11,2,sandwich,6,2,ok,ok
11,2,pasta,8,4,ok,ok
11,2,rice,1,1,ok,ok
11,2,corn,10,1,ok,ok
11,2,pizza,10,4,ok,ok
11,2,waffle,10,6,ok,ok
11,2,bagel,6,6,ok,ok
11,2,toast,8,6,ok,ok
11,2,cereal,3,1,ok,ok
11,2,muffin,3,5,ok,ok
11,3,camel,10,10,ok,ok
11,3,zebra,4,1,ok,ok
11,3,hippo,1,9,ok,ok
11,3,lion,5,7,ok,ok
11,3,elephant,1,10,ok,ok
11,3,penguin,10,4,ok,ok
11,3,flamingo,10,5,ok,ok
11,3,peacock,1,1,ok,ok
11,3,parrot,10,1,ok,ok
11,3,owl,10,7,ok,ok
11,4,pretzels,10,1,ok,ok
11,4,crackers,6,1,ok,ok
11,4,popcorn,4,6,ok,ok
11,4,breadsticks,10,2,ok,ok
11,4,granolabar,1,1,ok,ok
11,4,peas,1,9,ok,ok
11,4,babycarrots,10,6,ok,ok
11,4,cherrytomatoes,10,10,ok,ok
11,4,grapes,1,10,ok,ok
11,4,apple,6,10,ok,ok
33,1,tiger,5,10,ok,ok
33,1,bear,8,7,ok,ok
33,1,giraffe,6,1,ok,ok
33,1,kangaroo,7,10,ok,ok
33,1,gorilla,10,5,ok,ok
33,1,cow,10,10,ok,ok
33,1,sheep,10,1,ok,ok
33,1,rabbit,4,5,ok,ok
33,1,horse,1,10,ok,ok
33,1,pig,1,1,ok,ok
33,2,sandwich,10,6,ok,ok
33,2,pasta,5,10,ok,ok
33,2,rice,6,6,ok,ok
33,2,corn,1,1,ok,ok
33,2,pizza,10,1,ok,ok
33,2,waffle,1,10,ok,ok
33,2,bagel,3,6,ok,ok
33,2,toast,6,1,ok,ok
33,2,cereal,6,5,ok,ok
33,2,muffin,8,10,ok,ok
33,3,camel,1,1,ok,ok
33,3,zebra,7,9,ok,ok
33,3,hippo,3,9,ok,ok
33,3,lion,7,8,ok,ok
33,3,elephant,3,8,ok,ok
33,3,penguin,1,5,ok,ok
33,3,flamingo,1,4,ok,ok
33,3,peacock,5,6,ok,ok
33,3,parrot,9,4,ok,ok
33,3,owl,5,3,ok,ok
33,4,pretzels,6,6,ok,ok
33,4,crackers,3,7,ok,ok
33,4,popcorn,3,2,ok,ok
33,4,breadsticks,6,7,ok,ok
33,4,granolabar,3,6,ok,ok
33,4,peas,4,3,ok,ok
33,4,babycarrots,1,1,ok,ok
33,4,cherrytomatoes,4,4,ok,ok
33,4,grapes,4,2,ok,ok
33,4,apple,3,3,ok,ok
32,1,tiger,3,7,ok,ok
32,1,bear,2,6,ok,ok
32,1,giraffe,10,1,ok,ok
32,1,kangaroo,2,7,ok,ok
32,1,gorilla,2,8,ok,ok
32,1,cow,10,4,ok,ok
32,1,sheep,10,3,ok,ok
32,1,rabbit,10,10,ok,ok
32,1,horse,6,1,ok,ok
32,1,pig,10,2,ok,ok
32,2,sandwich,10,7,ok,ok
32,2,pasta,1,10,ok,ok
32,2,rice,10,6,ok,ok
32,2,corn,1,1,ok,ok
32,2,pizza,10,2,ok,ok
32,2,waffle,10,4,ok,ok
32,2,bagel,10,5,ok,ok
32,2,toast,3,10,ok,ok
32,2,cereal,10,1,ok,ok
32,2,muffin,10,3,ok,ok
32,3,camel,5,2,ok,ok
32,3,zebra,1,10,ok,ok
32,3,hippo,1,9,ok,ok
32,3,lion,10,2,ok,ok
32,3,elephant,5,3,ok,ok
32,3,penguin,10,9,ok,ok
32,3,flamingo,10,7,ok,ok
32,3,peacock,10,1,ok,ok
32,3,parrot,5,4,ok,ok
32,3,owl,5,5,ok,ok
32,4,pretzels,4,6,ok,ok
32,4,crackers,10,10,ok,ok
32,4,popcorn,10,6,ok,ok
32,4,breadsticks,10,1,ok,ok
32,4,granolabar,9,1,ok,ok
32,4,peas,9,3,ok,ok
32,4,babycarrots,10,9,ok,ok
32,4,cherrytomatoes,10,3,ok,ok
32,4,grapes,9,4,ok,ok
32,4,apple,10,4,ok,ok
17,1,tiger,1,4,ok,ok
17,1,bear,9,1,ok,ok
17,1,giraffe,5,1,ok,ok
17,1,kangaroo,4,1,ok,ok
17,1,gorilla,6,4,ok,ok
17,1,cow,5,4,ok,ok
17,1,sheep,8,1,ok,ok
17,1,rabbit,10,1,ok,ok
17,1,horse,3,1,ok,ok
17,1,pig,2,7,ok,ok
17,2,sandwich,6,5,ok,ok
17,2,pasta,3,5,ok,ok
17,2,rice,4,5,ok,ok
17,2,corn,2,5,ok,ok
17,2,pizza,5,5,ok,ok
17,2,waffle,7,1,ok,ok
17,2,bagel,8,1,ok,ok
17,2,toast,5,1,ok,ok
17,2,cereal,6,1,ok,ok
17,2,muffin,8,8,ok,ok
17,3,camel,9,2,ok,ok
17,3,zebra,6,2,ok,ok
17,3,hippo,8,2,ok,ok
17,3,lion,7,2,ok,ok
17,3,elephant,5,2,ok,ok
17,3,penguin,6,5,ok,ok
17,3,flamingo,4,5,ok,ok
17,3,peacock,2,5,ok,ok
17,3,parrot,5,5,ok,ok
17,3,owl,3,5,ok,ok
17,4,pretzels,7,10,ok,ok
17,4,crackers,6,9,ok,ok
17,4,popcorn,2,10,ok,ok
17,4,breadsticks,7,9,ok,ok
17,4,granolabar,7,1,ok,ok
17,4,peas,3,7,ok,ok
17,4,babycarrots,3,3,ok,ok
17,4,cherrytomatoes,3,4,ok,ok
17,4,grapes,3,6,ok,ok
17,4,apple,3,5,ok,ok
18,1,tiger,3,5,ok,ok
18,1,bear,6,1,ok,ok
18,1,giraffe,2,5,ok,ok
18,1,kangaroo,4,5,ok,ok
18,1,gorilla,7,1,ok,ok
18,1,cow,7,4,ok,ok
18,1,sheep,6,3,ok,ok
18,1,rabbit,8,1,ok,ok
18,1,horse,8,5,ok,ok
18,1,pig,9,6,ok,ok
18,2,sandwich,7,7,ok,ok
18,2,pasta,1,1,ok,ok
18,2,rice,3,8,ok,ok
18,2,corn,7,2,ok,ok
18,2,pizza,2,2,ok,ok
18,2,waffle,6,6,ok,ok
18,2,bagel,5,5,ok,ok
18,2,toast,4,4,ok,ok
18,2,cereal,4,7,ok,ok
18,2,muffin,3,3,ok,ok
18,3,camel,10,1,ok,ok
18,3,zebra,7,3,ok,ok
18,3,hippo,1,5,ok,ok
18,3,lion,9,7,ok,ok
18,3,elephant,2,4,ok,ok
18,3,penguin,9,2,ok,ok
18,3,flamingo,3,3,ok,ok
18,3,peacock,6,4,ok,ok
18,3,parrot,8,8,ok,ok
18,3,owl,3,9,ok,ok
18,4,pretzels,2,5,ok,ok
18,4,crackers,10,10,ok,ok
18,4,popcorn,1,1,ok,ok
18,4,breadsticks,8,4,ok,ok
18,4,granolabar,10,7,ok,ok
18,4,peas,5,8,ok,ok
18,4,babycarrots,3,4,ok,ok
18,4,cherrytomatoes,1,10,ok,ok
18,4,grapes,6,7,ok,ok
18,4,apple,10,1,ok,ok
1,1,tiger,5,2,ok,ok
1,1,bear,10,4,ok,ok
1,1,giraffe,2,6,ok,ok
1,1,kangaroo,1,10,ok,ok
1,1,gorilla,10,10,ok,ok
1,1,cow,9,7,ok,ok
1,1,sheep,10,1,ok,ok
1,1,rabbit,5,6,ok,ok
1,1,horse,2,1,ok,ok
1,1,pig,5,9,ok,ok
1,2,sandwich,3,4,ok,ok
1,2,pasta,3,8,ok,ok
1,2,rice,10,7,ok,ok
1,2,corn,10,10,ok,ok
1,2,pizza,5,6,ok,ok
1,2,waffle,1,10,ok,ok
1,2,bagel,1,1,ok,ok
1,2,toast,8,4,ok,ok
1,2,cereal,10,1,ok,ok
1,2,muffin,7,8,ok,ok
1,3,camel,5,4,ok,ok
1,3,zebra,10,1,ok,ok
1,3,hippo,5,1,ok,ok
1,3,lion,1,5,ok,ok
1,3,elephant,5,7,ok,ok
1,3,penguin,10,5,ok,ok
1,3,flamingo,1,1,ok,ok
1,3,peacock,1,10,ok,ok
1,3,parrot,5,10,ok,ok
1,3,owl,10,10,ok,ok
1,4,pretzels,7,2,ok,ok
1,4,crackers,10,1,ok,ok
1,4,popcorn,10,10,ok,ok
1,4,breadsticks,9,4,ok,ok
1,4,granolabar,1,5,ok,ok
1,4,peas,1,1,ok,ok
1,4,babycarrots,1,10,ok,ok
1,4,cherrytomatoes,5,3,ok,ok
1,4,grapes,5,7,ok,ok
1,4,apple,5,5,ok,ok
34,1,tiger,2,4,ok,ok
34,1,bear,7,7,ok,ok
34,1,giraffe,9,6,ok,ok
34,1,kangaroo,8,2,ok,ok
34,1,gorilla,6,7,ok,ok
34,1,cow,6,10,ok,ok
34,1,sheep,7,10,ok,ok
34,1,rabbit,7,2,ok,ok
34,1,horse,3,4,ok,ok
34,1,pig,6,5,ok,ok
34,2,sandwich,6,5,ok,ok
34,2,pasta,9,6,ok,ok
34,2,rice,6,2,ok,ok
34,2,corn,10,2,ok,ok
34,2,pizza,9,4,ok,ok
34,2,waffle,9,8,ok,ok
34,2,bagel,5,5,ok,ok
34,2,toast,8,4,ok,ok
34,2,cereal,7,2,ok,ok
34,2,muffin,8,8,ok,ok
34,3,camel,7,4,ok,ok
34,3,zebra,6,2,ok,ok
34,3,hippo,8,2,ok,ok
34,3,lion,7,2,ok,ok
34,3,elephant,5,2,ok,ok
34,3,penguin,3,1,ok,ok
34,3,flamingo,2,1,ok,ok
34,3,peacock,2,8,ok,ok
34,3,parrot,4,5,ok,ok
34,3,owl,5,5,ok,ok
34,4,pretzels,5,2,ok,ok
34,4,crackers,8,3,ok,ok
34,4,popcorn,1,1,ok,ok
34,4,breadsticks,4,2,ok,ok
34,4,granolabar,7,3,ok,ok
34,4,peas,8,9,ok,ok
34,4,babycarrots,3,6,ok,ok
34,4,cherrytomatoes,9,5,ok,ok
34,4,grapes,7,9,ok,ok
34,4,apple,8,5,ok,ok
35,1,tiger,3,1,ok,ok
35,1,bear,1,10,ok,ok
35,1,giraffe,1,1,ok,ok
35,1,kangaroo,2,1,ok,ok
35,1,gorilla,4,1,ok,ok
35,1,cow,4,5,ok,ok
35,1,sheep,3,5,ok,ok
35,1,rabbit,6,5,ok,ok
35,1,horse,7,5,ok,ok
35,1,pig,5,5,ok,ok
35,2,sandwich,2,10,ok,ok
35,2,pasta,1,10,ok,ok
35,2,rice,1,9,ok,ok
35,2,corn,2,9,ok,ok
35,2,pizza,1,8,ok,ok
35,2,waffle,7,5,ok,ok
35,2,bagel,4,5,ok,ok
35,2,toast,5,5,ok,ok
35,2,cereal,6,5,ok,ok
35,2,muffin,8,5,ok,ok
35,3,camel,5,1,ok,ok
35,3,zebra,1,1,ok,ok
35,3,hippo,2,1,ok,ok
35,3,lion,3,1,ok,ok
35,3,elephant,4,1,ok,ok
35,3,penguin,1,10,ok,ok
35,3,flamingo,3,10,ok,ok
35,3,peacock,2,10,ok,ok
35,3,parrot,5,10,ok,ok
35,3,owl,4,10,ok,ok
35,4,pretzels,1,1,ok,ok
35,4,crackers,2,1,ok,ok
35,4,popcorn,5,1,ok,ok
35,4,breadsticks,4,1,ok,ok
35,4,granolabar,3,1,ok,ok
35,4,peas,6,10,ok,ok
35,4,babycarrots,8,10,ok,ok
35,4,cherrytomatoes,9,10,ok,ok
35,4,grapes,10,10,ok,ok
35,4,apple,7,10,ok,ok
26,1,tiger,8,5,ok,ok
26,1,bear,9,5,ok,ok
26,1,giraffe,8,8,ok,ok
26,1,kangaroo,6,5,ok,ok
26,1,gorilla,9,8,ok,ok
26,1,cow,10,8,ok,ok
26,1,sheep,8,2,ok,ok
26,1,rabbit,10,2,ok,ok
26,1,horse,9,2,ok,ok
26,1,pig,7,5,ok,ok
26,2,sandwich,2,10,ok,ok
26,2,pasta,4,10,ok,ok
26,2,rice,3,10,ok,ok
26,2,corn,5,10,ok,ok
26,2,pizza,1,10,ok,ok
26,2,waffle,9,4,ok,ok
26,2,bagel,10,1,ok,ok
26,2,toast,10,4,ok,ok
26,2,cereal,9,1,ok,ok
26,2,muffin,5,5,ok,ok
26,3,camel,9,1,ok,ok
26,3,zebra,6,6,ok,ok
26,3,hippo,5,6,ok,ok
26,3,lion,10,1,ok,ok
26,3,elephant,8,1,ok,ok
26,3,penguin,2,7,ok,ok
26,3,flamingo,8,4,ok,ok
26,3,peacock,9,4,ok,ok
26,3,parrot,7,4,ok,ok
26,3,owl,7,6,ok,ok
26,4,pretzels,10,1,ok,ok
26,4,crackers,8,1,ok,ok
26,4,popcorn,9,1,ok,ok
26,4,breadsticks,8,7,ok,ok
26,4,granolabar,7,1,ok,ok
26,4,peas,7,7,ok,ok
26,4,babycarrots,6,7,ok,ok
26,4,cherrytomatoes,5,7,ok,ok
26,4,grapes,9,7,ok,ok
26,4,apple,6,1,ok,ok
9,1,tiger,7,6,ok,ok
9,1,bear,6,6,ok,ok
9,1,giraffe,9,6,ok,ok
9,1,kangaroo,10,6,ok,ok
9,1,gorilla,8,6,ok,ok
9,1,cow,2,4,ok,ok
9,1,sheep,3,4,ok,ok
9,1,rabbit,4,4,ok,ok
9,1,horse,1,1,ok,ok
9,1,pig,1,4,ok,ok
9,2,sandwich,3,10,ok,ok
9,2,pasta,5,5,ok,ok
9,2,rice,1,1,ok,ok
9,2,corn,10,1,ok,ok
9,2,pizza,6,5,ok,ok
9,2,waffle,5,10,ok,ok
9,2,bagel,4,10,ok,ok
9,2,toast,2,10,ok,ok
9,2,cereal,7,5,ok,ok
9,2,muffin,1,10,ok,ok
9,3,camel,3,1,ok,ok
9,3,zebra,2,1,ok,ok
9,3,hippo,4,1,ok,ok
9,3,lion,6,4,ok,ok
9,3,elephant,1,1,ok,ok
9,3,penguin,5,10,ok,ok
9,3,flamingo,2,10,ok,ok
9,3,peacock,3,10,ok,ok
9,3,parrot,4,10,ok,ok
9,3,owl,1,10,ok,ok
9,4,pretzels,1,2,ok,ok
9,4,crackers,2,1,ok,ok
9,4,popcorn,3,1,ok,ok
9,4,breadsticks,1,1,ok,ok
9,4,granolabar,2,2,ok,ok
9,4,peas,8,6,ok,ok
9,4,babycarrots,7,6,ok,ok
9,4,cherrytomatoes,7,4,ok,ok
9,4,grapes,7,5,ok,ok
9,4,apple,8,5,ok,ok
23,1,tiger,10,5,ok,ok
23,1,bear,1,2,ok,ok
23,1,giraffe,1,4,ok,ok
23,1,kangaroo,10,4,ok,ok
23,1,gorilla,10,3,ok,ok
23,1,cow,1,5,ok,ok
23,1,sheep,1,3,ok,ok
23,1,rabbit,10,2,ok,ok
23,1,horse,10,1,ok,ok
23,1,pig,1,1,ok,ok
23,2,sandwich,10,1,ok,ok
23,2,pasta,10,3,ok,ok
23,2,rice,10,5,ok,ok
23,2,corn,10,2,ok,ok
23,2,pizza,1,4,ok,ok
23,2,waffle,1,5,ok,ok
23,2,bagel,1,3,ok,ok
23,2,toast,1,1,ok,ok
23,2,cereal,1,2,ok,ok
23,2,muffin,10,4,ok,ok
23,3,camel,10,5,ok,ok
23,3,zebra,10,2,ok,ok
23,3,hippo,10,4,ok,ok
23,3,lion,10,1,ok,ok
23,3,elephant,10,3,ok,ok
23,3,penguin,1,1,ok,ok
23,3,flamingo,1,5,ok,ok
23,3,peacock,1,2,ok,ok
23,3,parrot,1,3,ok,ok
23,3,owl,1,4,ok,ok
23,4,pretzels,7,7,ok,ok
23,4,crackers,1,5,ok,ok
23,4,popcorn,9,2,ok,ok
23,4,breadsticks,7,6,ok,ok
23,4,granolabar,1,6,ok,ok
23,4,peas,9,1,ok,ok
23,4,babycarrots,1,4,ok,ok
23,4,cherrytomatoes,2,9,ok,ok
23,4,grapes,10,1,ok,ok
23,4,apple,1,9,ok,ok
4,1,tiger,4,7,ok,ok
4,1,bear,6,7,ok,ok
4,1,giraffe,1,10,ok,ok
4,1,kangaroo,10,9,ok,ok
4,1,gorilla,5,7,ok,ok
4,1,cow,5,1,ok,ok
4,1,sheep,4,1,ok,ok
4,1,rabbit,10,10,ok,ok
4,1,horse,6,1,ok,ok
4,1,pig,7,1,ok,ok
4,2,sandwich,1,10,ok,ok
4,2,pasta,10,10,ok,ok
4,2,rice,9,10,ok,ok
4,2,corn,5,1,ok,ok
4,2,pizza,2,10,ok,ok
4,2,waffle,1,1,ok,ok
4,2,bagel,4,1,ok,ok
4,2,toast,3,1,ok,ok
4,2,cereal,2,1,ok,ok
4,2,muffin,10,1,ok,ok
4,3,camel,2,4,ok,ok
4,3,zebra,1,1,ok,ok
4,3,hippo,4,1,ok,ok
4,3,lion,2,1,ok,ok
4,3,elephant,3,1,ok,ok
4,3,penguin,10,10,ok,ok
4,3,flamingo,8,10,ok,ok
4,3,peacock,9,9,ok,ok
4,3,parrot,9,10,ok,ok
4,3,owl,10,9,ok,ok
4,4,pretzels,1,1,ok,ok
4,4,crackers,2,1,ok,ok
4,4,popcorn,1,10,ok,ok
4,4,breadsticks,1,2,ok,ok
4,4,granolabar,2,5,ok,ok
4,4,peas,9,1,ok,ok
4,4,babycarrots,10,2,ok,ok
4,4,cherrytomatoes,10,1,ok,ok
4,4,grapes,9,2,ok,ok
4,4,apple,10,3,ok,ok
30,1,tiger,2,8,ok,ok
30,1,bear,1,1,ok,ok
30,1,giraffe,8,8,ok,ok
30,1,kangaroo,7,4,ok,ok
30,1,gorilla,4,6,ok,ok
30,1,cow,10,1,ok,ok
30,1,sheep,1,6,ok,ok
30,1,rabbit,10,6,ok,ok
30,1,horse,6,7,ok,ok
30,1,pig,4,4,ok,ok
30,2,sandwich,4,7,ok,ok
30,2,pasta,10,1,ok,ok
30,2,rice,1,10,ok,ok
30,2,corn,1,1,ok,ok
30,2,pizza,4,10,ok,ok
30,2,waffle,1,6,ok,ok
30,2,bagel,7,7,ok,ok
30,2,toast,6,10,ok,ok
30,2,cereal,10,10,ok,ok
30,2,muffin,10,6,ok,ok
30,3,camel,10,1,ok,ok
30,3,zebra,5,1,ok,ok
30,3,hippo,1,1,ok,ok
30,3,lion,4,6,ok,ok
30,3,elephant,can't see,can't see,6,6
30,3,penguin,4,4,ok,ok
30,3,flamingo,1,10,ok,ok
30,3,peacock,7,1,ok,ok
30,3,parrot,can't see,can't see,10,10
30,3,owl,1,6,ok,ok
30,4,pretzels,4,10,ok,ok
30,4,crackers,1,6,ok,ok
30,4,popcorn,10,4,ok,ok
30,4,breadsticks,3,8,ok,ok
30,4,granolabar,6,6,ok,ok
30,4,peas,1,10,ok,ok
30,4,babycarrots,1,1,ok,ok
30,4,cherrytomatoes,6,9,ok,ok
30,4,grapes,10,10,ok,ok
30,4,apple,8,8,ok,ok
7,1,tiger,4,4,ok,ok
7,1,bear,5,4,ok,ok
7,1,giraffe,5,8,ok,ok
7,1,kangaroo,1,10,ok,ok
7,1,gorilla,3,8,ok,ok
7,1,cow,10,1,ok,ok
7,1,sheep,5,1,ok,ok
