animal1,animal2,language_similarity_simple_dist_color
panda,llama,0.28159038189050206
pig,llama,0.21110607070834259
pigeon,llama,0.2467230336041986
shark,llama,0.26186469216376174
sheep,llama,0.3095460090452767
skunk,llama,0.26202468741989754
swan,llama,0.27626763692656264
zebra,llama,0.2553827873433226
bat,panda,0.2830086751617882
crow,panda,0.2703782891630155
deer,panda,0.31366618714886396
elephant,panda,0.32506862078182364
flamingo,panda,0.44575552224369897
giraffe,panda,0.2821990152826863
goat,panda,0.37076353687393027
gorilla,panda,0.30807756247202495
hippo,panda,0.27006381649645783
lion,panda,0.33106648690670265
llama,panda,0.28159038189050206
panda,panda,0
pig,panda,0.28108933794717206
pigeon,panda,0.2572508084755178
shark,panda,0.35704662741354315
sheep,panda,0.34686410649033694
skunk,panda,0.320104518560128
swan,panda,0.25752940178561334
zebra,panda,0.3849079998707061
bat,pig,0.16523977678039095
crow,pig,0.20882987137500614
deer,pig,0.2936879223562897
elephant,pig,0.2501993831403546
flamingo,pig,0.31506651722122847
giraffe,pig,0.2922050874448875
goat,pig,0.2853299702239105
gorilla,pig,0.2701464006059392
hippo,pig,0.2403810988701258
lion,pig,0.11742773500083499
llama,pig,0.21110607070834259
panda,pig,0.28108933794717206
pig,pig,0
pigeon,pig,0.2131923491121331
shark,pig,0.269178014097107
sheep,pig,0.33766819808350684
skunk,pig,0.2853541102362505
swan,pig,0.20608225099374358
zebra,pig,0.33009343743387326
bat,pigeon,0.22978548143365207
crow,pigeon,0.1870474531266437
deer,pigeon,0.39380213277821907
elephant,pigeon,0.298214216923858
flamingo,pigeon,0.4461995477636119
giraffe,pigeon,0.33677672381237567
goat,pigeon,0.385350538398299
gorilla,pigeon,0.31871729995526876
hippo,pigeon,0.29523149889648576
lion,pigeon,0.21584139155994644
llama,pigeon,0.2467230336041986
panda,pigeon,0.2572508084755178
pig,pigeon,0.2131923491121331
pigeon,pigeon,0
shark,pigeon,0.3242548853749103
sheep,pigeon,0.38181066243533723
skunk,pigeon,0.3643541819823158
swan,pigeon,0.2524056684214558
zebra,pigeon,0.38864327872281823
bat,shark,0.25638667955678707
crow,shark,0.3072655105328068
deer,shark,0.33458336347302997
elephant,shark,0.30206059959513437
flamingo,shark,0.34116309648407467
giraffe,shark,0.26536433796300746
goat,shark,0.30812968090064907
gorilla,shark,0.28505171775500227
hippo,shark,0.30420951564449494
lion,shark,0.22499358875454767
llama,shark,0.26186469216376174
panda,shark,0.35704662741354315
pig,shark,0.269178014097107
pigeon,shark,0.3242548853749103
shark,shark,0
sheep,shark,0.2572781149524107
skunk,shark,0.29728761602919923
swan,shark,0.29222250786232107
zebra,shark,0.27143725795088974
bat,sheep,0.34089013160412657
crow,sheep,0.32995901617490037
deer,sheep,0.2821714763638573
elephant,sheep,0.37570259491691804
flamingo,sheep,0.33870335440967375
giraffe,sheep,0.3624506226270868
goat,sheep,0.34620978420201337
gorilla,sheep,0.3411947727412999
hippo,sheep,0.2724113527530116
lion,sheep,0.3398882582042738
llama,sheep,0.3095460090452767
panda,sheep,0.34686410649033694
pig,sheep,0.33766819808350684
pigeon,sheep,0.38181066243533723
shark,sheep,0.2572781149524107
sheep,sheep,0
skunk,sheep,0.2722804021609394
swan,sheep,0.3775257814453693
zebra,sheep,0.3648097131766522
bat,skunk,0.33539463004955294
crow,skunk,0.30132379964757466
deer,skunk,0.2674403023254445
elephant,skunk,0.2616700130232648
flamingo,skunk,0.24589588582067143
giraffe,skunk,0.2591037533210942
goat,skunk,0.3489301889083473
gorilla,skunk,0.2412027987341489
hippo,skunk,0.2569588714414243
lion,skunk,0.32568724200152543
llama,skunk,0.26202468741989754
panda,skunk,0.320104518560128
pig,skunk,0.2853541102362505
pigeon,skunk,0.3643541819823158
shark,skunk,0.29728761602919923
sheep,skunk,0.2722804021609394
skunk,skunk,0
swan,skunk,0.3430431560789243
zebra,skunk,0.2929224765477829
bat,swan,0.20349060025447133
crow,swan,0.2687416161967292
deer,swan,0.3469906422131324
elephant,swan,0.31420096434550243
flamingo,swan,0.4086451188859832
giraffe,swan,0.2670968756795304
goat,swan,0.35724458373456147
gorilla,swan,0.27635023247324836
hippo,swan,0.2935261140160034
lion,swan,0.23865252455521407
llama,swan,0.27626763692656264
panda,swan,0.25752940178561334
pig,swan,0.20608225099374358
pigeon,swan,0.2524056684214558
shark,swan,0.29222250786232107
sheep,swan,0.3775257814453693
skunk,swan,0.3430431560789243
swan,swan,0
zebra,swan,0.4041831821809231
bat,zebra,0.3488782202803047
crow,zebra,0.376088987677448
deer,zebra,0.3610192405144254
elephant,zebra,0.21546759180139544
flamingo,zebra,0.37493248882314406
giraffe,zebra,0.2960036762645542
goat,zebra,0.31705321166548694
gorilla,zebra,0.3195477867230408
hippo,zebra,0.3520592924584195
lion,zebra,0.3117695524607122
llama,zebra,0.2553827873433226
panda,zebra,0.3849079998707061
pig,zebra,0.33009343743387326
pigeon,zebra,0.38864327872281823
shark,zebra,0.27143725795088974
sheep,zebra,0.3648097131766522
skunk,zebra,0.2929224765477829
swan,zebra,0.4041831821809231
zebra,zebra,0
