animal1,animal2,language_similarity_simple_dist_texture
zebra,pig,0.42300556384992616
bat,pigeon,0.37891832390080593
crow,pigeon,0.34755927482038407
deer,pigeon,0.420458917155366
elephant,pigeon,0.41506373309760053
flamingo,pigeon,0.4394232475797
giraffe,pigeon,0.33591108559504623
goat,pigeon,0.4303096731894897
gorilla,pigeon,0.3535532481860343
hippo,pigeon,0.4519019539942084
lion,pigeon,0.4168352071332296
llama,pigeon,0.3848254838510667
panda,pigeon,0.42029772858875586
pig,pigeon,0.4013914846065488
pigeon,pigeon,0
shark,pigeon,0.3695099595788066
sheep,pigeon,0.34083489036462383
skunk,pigeon,0.4058892997690372
swan,pigeon,0.3906276503575416
zebra,pigeon,0.3717955799967254
bat,shark,0.3365833875910801
crow,shark,0.3792359775901912
deer,shark,0.30974372840617526
elephant,shark,0.3490142242371103
flamingo,shark,0.4339029753336734
giraffe,shark,0.3103807565448478
goat,shark,0.3895170944550949
gorilla,shark,0.2704751684296117
hippo,shark,0.39233057777984826
lion,shark,0.42832599742895994
llama,shark,0.42220295228593335
panda,shark,0.37496074314768424
pig,shark,0.3874970707035838
pigeon,shark,0.3695099595788066
shark,shark,0
sheep,shark,0.38713381286575677
skunk,shark,0.2894822000299249
swan,shark,0.398039520914915
zebra,shark,0.40078600497416234
bat,sheep,0.31784322995251857
crow,sheep,0.3878871721609028
deer,sheep,0.3728859685389746
elephant,sheep,0.42884122760432175
flamingo,sheep,0.4795747395093597
giraffe,sheep,0.34173483419918027
goat,sheep,0.4147884611564022
gorilla,sheep,0.2384108472088161
hippo,sheep,0.3790129793073343
lion,sheep,0.4169780618201321
llama,sheep,0.3406468679598414
panda,sheep,0.38141952852314037
pig,sheep,0.3290564769710244
pigeon,sheep,0.34083489036462383
shark,sheep,0.38713381286575677
sheep,sheep,0
skunk,sheep,0.36146936843172434
swan,sheep,0.2885080172807416
zebra,sheep,0.42059984136969053
bat,skunk,0.35865327524745205
crow,skunk,0.40585839230260284
deer,skunk,0.2583264639392494
elephant,skunk,0.33548871567049354
flamingo,skunk,0.4065640813398969
giraffe,skunk,0.38859995562388383
goat,skunk,0.3792008742031833
gorilla,skunk,0.33477730414240814
hippo,skunk,0.4074644753301721
lion,skunk,0.4659154351515546
llama,skunk,0.3734479362821303
panda,skunk,0.32681028216726826
pig,skunk,0.3421371163815214
pigeon,skunk,0.4058892997690372
shark,skunk,0.2894822000299249
sheep,skunk,0.36146936843172434
skunk,skunk,0
swan,skunk,0.4060814171773269
zebra,skunk,0.399081663583929
bat,swan,0.3406043681286863
crow,swan,0.3178880252304221
deer,swan,0.35345224013363347
elephant,swan,0.44812807061339505
flamingo,swan,0.48057143215603015
giraffe,swan,0.3689823301760096
goat,swan,0.4252627159350759
gorilla,swan,0.2983829230507301
hippo,swan,0.3430248428638052
lion,swan,0.29949105977248935
llama,swan,0.25568677362700043
panda,swan,0.37772594731475867
pig,swan,0.2846391748052771
pigeon,swan,0.3906276503575416
shark,swan,0.398039520914915
sheep,swan,0.2885080172807416
skunk,swan,0.4060814171773269
swan,swan,0
zebra,swan,0.4166474971923236
bat,zebra,0.34181686496317415
crow,zebra,0.4220390410475935
deer,zebra,0.35765436043545784
elephant,zebra,0.2751699227710874
flamingo,zebra,0.314760994112098
giraffe,zebra,0.3438186992298095
goat,zebra,0.34897993007623485
gorilla,zebra,0.4162103001508202
hippo,zebra,0.4094760026425347
lion,zebra,0.43923546274372904
llama,zebra,0.3867557552487249
panda,zebra,0.37766110353704324
pig,zebra,0.42300556384992616
pigeon,zebra,0.3717955799967254
shark,zebra,0.40078600497416234
sheep,zebra,0.42059984136969053
skunk,zebra,0.399081663583929
swan,zebra,0.4166474971923236
zebra,zebra,0
