animal1,animal2,language_similarity_simple_dist_shape
deer,hippo,0.6712484893241215
elephant,hippo,0.586369378056238
flamingo,hippo,0.6457002084119989
giraffe,hippo,0.6560011910722824
goat,hippo,0.6464954051979114
gorilla,hippo,0.5724839280057757
hippo,hippo,0
lion,hippo,0.6084172702712533
llama,hippo,0.5984188814401378
panda,hippo,0.6668362590179583
pig,hippo,0.5503766943991691
pigeon,hippo,0.6399374843980816
shark,hippo,0.6470499904970612
sheep,hippo,0.5910238085293917
skunk,hippo,0.7321848344842716
swan,hippo,0.5844309066341404
zebra,hippo,0.6464026556661758
bat,lion,0.7890413613063588
crow,lion,0.45309188200727013
deer,lion,0.4752391761882704
elephant,lion,0.5469161319581839
flamingo,lion,0.5058062790396067
giraffe,lion,0.6885588093505102
goat,lion,0.4890360268938878
gorilla,lion,0.6423124021189915
hippo,lion,0.6084172702712533
lion,lion,0
llama,lion,0.44998770161047197
panda,lion,0.505416389389816
pig,lion,0.5575429668000407
pigeon,lion,0.5018457867469667
shark,lion,0.554018696524293
sheep,lion,0.5433002176165052
skunk,lion,0.6437249629262427
swan,lion,0.5599350360837781
zebra,lion,0.6037826934064034
bat,llama,0.6631890260666881
crow,llama,0.4997059433079654
deer,llama,0.4761808524379191
elephant,llama,0.4485962381657696
flamingo,llama,0.5941808390547691
giraffe,llama,0.6007893181853837
goat,llama,0.5148642057777922
gorilla,llama,0.520769500908549
hippo,llama,0.5984188814401378
lion,llama,0.44998770161047197
llama,llama,0
panda,llama,0.5552576884272844
pig,llama,0.44457930822525327
pigeon,llama,0.45643619278695585
shark,llama,0.5173475507630926
sheep,llama,0.5069910689528166
skunk,llama,0.5252097044226914
swan,llama,0.536232153135554
zebra,llama,0.5895086603209855
bat,panda,0.635423943171434
crow,panda,0.487795950823997
deer,panda,0.4530225733656115
elephant,panda,0.5291176891389344
flamingo,panda,0.5526656187459595
giraffe,panda,0.5756837869614497
goat,panda,0.6167586147392548
gorilla,panda,0.5526378366307402
hippo,panda,0.6668362590179583
lion,panda,0.505416389389816
llama,panda,0.5552576884272844
panda,panda,0
pig,panda,0.5797166739971501
pigeon,panda,0.5462975488674695
shark,panda,0.5710023605014202
sheep,panda,0.5632170059874089
skunk,panda,0.5749951088632654
swan,panda,0.5739923074589425
zebra,panda,0.621992231323812
bat,pig,0.7347101265313492
crow,pig,0.5718573605612813
deer,pig,0.5848426729894038
elephant,pig,0.5096555711022018
flamingo,pig,0.5786662302634211
giraffe,pig,0.7339238391780586
goat,pig,0.4811110415801633
gorilla,pig,0.5914268837714064
hippo,pig,0.5503766943991691
lion,pig,0.5575429668000407
llama,pig,0.44457930822525327
panda,pig,0.5797166739971501
pig,pig,0
pigeon,pig,0.5193655388120649
shark,pig,0.5089424250630078
sheep,pig,0.49209927937242814
skunk,pig,0.5268067128948937
swan,pig,0.5408083687499637
zebra,pig,0.6486799328499422
bat,pigeon,0.6656865399388661
crow,pigeon,0.5433344379455827
deer,pigeon,0.4947561958069772
elephant,pigeon,0.5652307178531953
flamingo,pigeon,0.5768031271418764
giraffe,pigeon,0.6341998407647672
goat,pigeon,0.5158592932184453
gorilla,pigeon,0.5818762088498032
hippo,pigeon,0.6399374843980816
lion,pigeon,0.5018457867469667
llama,pigeon,0.45643619278695585
panda,pigeon,0.5462975488674695
pig,pigeon,0.5193655388120649
pigeon,pigeon,0
shark,pigeon,0.4890543008817593
sheep,pigeon,0.41710322482858864
skunk,pigeon,0.5205425170561816
swan,pigeon,0.4972127410086964
zebra,pigeon,0.6234975635726713
bat,shark,0.603694265193682
crow,shark,0.5153059937733293
deer,shark,0.4882569752230797
elephant,shark,0.49163419532427005
flamingo,shark,0.5373027201119416
giraffe,shark,0.6619015645302841
goat,shark,0.46838633204979724
gorilla,shark,0.5790464669618709
hippo,shark,0.6470499904970612
lion,shark,0.554018696524293
llama,shark,0.5173475507630926
panda,shark,0.5710023605014202
pig,shark,0.5089424250630078
pigeon,shark,0.4890543008817593
shark,shark,0
sheep,shark,0.4765024242575906
skunk,shark,0.4396199200212293
swan,shark,0.5045625516214453
zebra,shark,0.5649143758908612
bat,sheep,0.618349136947266
crow,sheep,0.5888528423840895
deer,sheep,0.521641853659059
elephant,sheep,0.5592051307171697
flamingo,sheep,0.5927068068312146
giraffe,sheep,0.6362798542350105
goat,sheep,0.5409597131997896
gorilla,sheep,0.5128663439509124
hippo,sheep,0.5910238085293917
lion,sheep,0.5433002176165052
llama,sheep,0.5069910689528166
panda,sheep,0.5632170059874089
pig,sheep,0.49209927937242814
pigeon,sheep,0.41710322482858864
shark,sheep,0.4765024242575906
sheep,sheep,0
skunk,sheep,0.5578207409587983
swan,sheep,0.544085189880622
zebra,sheep,0.5874038174317869
bat,skunk,0.6648449740997744
crow,skunk,0.5946114071949015
deer,skunk,0.46850142176962356
elephant,skunk,0.5013895148445267
flamingo,skunk,0.5905703532570173
giraffe,skunk,0.6732099147953476
goat,skunk,0.5546786562612543
gorilla,skunk,0.5465593969650566
hippo,skunk,0.7321848344842716
lion,skunk,0.6437249629262427
llama,skunk,0.5252097044226914
panda,skunk,0.5749951088632654
pig,skunk,0.5268067128948937
pigeon,skunk,0.5205425170561816
shark,skunk,0.4396199200212293
sheep,skunk,0.5578207409587983
skunk,skunk,0
swan,skunk,0.5385200853413428
zebra,skunk,0.642328633299733
bat,swan,0.6600416024716954
crow,swan,0.554198789013497
deer,swan,0.558118323329465
elephant,swan,0.5413943589966467
flamingo,swan,0.6290233778025502
giraffe,swan,0.7051451136298583
goat,swan,0.548226632137542
gorilla,swan,0.5825435404476781
hippo,swan,0.5844309066341404
lion,swan,0.5599350360837781
llama,swan,0.536232153135554
panda,swan,0.5739923074589425
pig,swan,0.5408083687499637
pigeon,swan,0.4972127410086964
shark,swan,0.5045625516214453
sheep,swan,0.544085189880622
skunk,swan,0.5385200853413428
swan,swan,0
zebra,swan,0.6460264341585894
bat,zebra,0.7963229820845759
crow,zebra,0.6040436715835275
deer,zebra,0.626706614364488
elephant,zebra,0.4828008406391953
flamingo,zebra,0.4509954714014463
giraffe,zebra,0.5303103836254559
goat,zebra,0.5077747182808007
gorilla,zebra,0.5942402994322356
hippo,zebra,0.6464026556661758
lion,zebra,0.6037826934064034
llama,zebra,0.5895086603209855
panda,zebra,0.621992231323812
pig,zebra,0.6486799328499422
pigeon,zebra,0.6234975635726713
shark,zebra,0.5649143758908612
sheep,zebra,0.5874038174317869
skunk,zebra,0.642328633299733
swan,zebra,0.6460264341585894
zebra,zebra,0
